Timebands,TTV,Digi 24,Antena 3 CNN,B1TV,EuroNews,Realitatea Plus,Romania TV
02:00 - 02:15,5.82,0.0,0.3,0.0,0.0,0.09,0.12
02:15 - 02:30,5.19,0.0,0.29,0.0,0.0,0.09,0.12
02:30 - 02:45,4.03,0.0,0.22,0.0,0.0,0.09,0.12
02:45 - 03:00,3.87,0.0,0.21,0.0,0.0,0.02,0.12
03:00 - 03:15,3.3,0.0,0.21,0.0,0.0,0.0,0.12
03:15 - 03:30,3.23,0.0,0.21,0.0,0.0,0.0,0.12
03:30 - 03:45,2.88,0.0,0.21,0.0,0.0,0.0,0.12
03:45 - 04:00,2.78,0.0,0.21,0.0,0.0,0.0,0.12
04:00 - 04:15,2.44,0.0,0.21,0.0,0.0,0.0,0.12
04:15 - 04:30,2.34,0.0,0.21,0.0,0.0,0.0,0.12
04:30 - 04:45,2.31,0.0,0.15,0.0,0.0,0.0,0.12
04:45 - 05:00,2.11,0.0,0.09,0.0,0.0,0.01,0.12
05:00 - 05:15,2.39,0.02,0.1,0.0,0.0,0.03,0.12
05:15 - 05:30,2.61,0.01,0.09,0.0,0.0,0.11,0.13
05:30 - 05:45,2.72,0.08,0.12,0.0,0.0,0.11,0.11
05:45 - 06:00,3.22,0.08,0.0,0.0,0.0,0.04,0.13
06:00 - 06:15,4.32,0.03,0.14,0.0,0.01,0.0,0.4
06:15 - 06:30,4.56,0.0,0.26,0.0,0.0,0.0,0.4
06:30 - 06:45,5.17,0.18,0.21,0.0,0.0,0.0,0.47
06:45 - 07:00,5.66,0.24,0.17,0.0,0.0,0.0,0.36
07:00 - 07:15,6.87,0.23,0.21,0.0,0.0,0.0,0.27
07:15 - 07:30,7.11,0.13,0.16,0.0,0.01,0.0,0.24
07:30 - 07:45,7.6,0.3,0.18,0.0,0.0,0.0,0.19
07:45 - 08:00,7.85,0.43,0.47,0.0,0.0,0.0,0.01
08:00 - 08:15,8.38,0.71,0.25,0.0,0.0,0.0,0.39
08:15 - 08:30,9.53,0.77,0.33,0.0,0.0,0.01,0.52
08:30 - 08:45,10.27,0.9,0.28,0.01,0.0,0.04,0.34
08:45 - 09:00,10.03,0.68,0.41,0.04,0.0,0.0,0.33
09:00 - 09:15,10.09,0.56,0.21,0.02,0.0,0.11,0.47
09:15 - 09:30,10.71,0.63,0.39,0.02,0.01,0.17,0.45
09:30 - 09:45,10.77,0.58,0.28,0.02,0.0,0.2,0.48
09:45 - 10:00,9.93,0.44,0.13,0.0,0.0,0.17,0.28
10:00 - 10:15,9.71,0.58,0.09,0.04,0.0,0.23,0.43
10:15 - 10:30,10.14,0.46,0.09,0.06,0.0,0.13,0.5
10:30 - 10:45,10.42,0.47,0.48,0.07,0.0,0.12,0.4
10:45 - 11:00,10.63,0.55,0.47,0.15,0.0,0.14,0.37
