Timebands,TTV,Digi 24,Antena 3 CNN,B1TV,EuroNews,Realitatea Plus,Romania TV
02:00 - 02:15,6.31,0.09,0.1,0.0,0.0,0.0,0.08
02:15 - 02:30,6.29,0.12,0.1,0.01,0.0,0.0,0.08
02:30 - 02:45,5.78,0.15,0.03,0.06,0.0,0.01,0.08
02:45 - 03:00,5.09,0.17,0.0,0.0,0.0,0.0,0.08
03:00 - 03:15,4.23,0.27,0.0,0.0,0.0,0.0,0.08
03:15 - 03:30,3.68,0.06,0.12,0.0,0.0,0.05,0.08
03:30 - 03:45,3.41,0.02,0.13,0.0,0.03,0.07,0.08
03:45 - 04:00,3.4,0.02,0.13,0.0,0.0,0.03,0.08
04:00 - 04:15,3.34,0.0,0.13,0.0,0.0,0.0,0.08
04:15 - 04:30,3.08,0.0,0.13,0.0,0.0,0.0,0.08
04:30 - 04:45,2.86,0.0,0.13,0.0,0.0,0.0,0.08
04:45 - 05:00,3.08,0.0,0.21,0.0,0.0,0.0,0.09
05:00 - 05:15,3.33,0.0,0.13,0.0,0.0,0.0,0.1
05:15 - 05:30,3.42,0.0,0.01,0.0,0.0,0.0,0.08
05:30 - 05:45,3.54,0.19,0.04,0.0,0.0,0.0,0.08
05:45 - 06:00,3.8,0.22,0.01,0.02,0.0,0.0,0.08
06:00 - 06:15,3.93,0.3,0.22,0.11,0.0,0.0,0.16
06:15 - 06:30,4.22,0.34,0.17,0.09,0.0,0.0,0.23
06:30 - 06:45,4.57,0.16,0.15,0.02,0.0,0.0,0.19
06:45 - 07:00,4.43,0.09,0.26,0.0,0.08,0.0,0.05
07:00 - 07:15,5.26,0.23,0.32,0.0,0.09,0.0,0.26
07:15 - 07:30,6.79,0.27,0.21,0.0,0.09,0.0,0.63
07:30 - 07:45,8.02,0.19,0.16,0.01,0.09,0.0,0.55
07:45 - 08:00,8.85,0.19,0.37,0.0,0.08,0.0,0.27
08:00 - 08:15,9.64,0.19,0.48,0.01,0.0,0.0,0.33
08:15 - 08:30,10.37,0.39,0.69,0.0,0.0,0.0,0.46
08:30 - 08:45,10.51,0.3,1.15,0.0,0.0,0.02,0.13
08:45 - 09:00,11.14,0.54,0.65,0.0,0.1,0.03,0.33
09:00 - 09:15,11.87,0.6,0.56,0.02,0.0,0.03,0.5
09:15 - 09:30,13.09,0.71,0.67,0.07,0.02,0.11,0.38
09:30 - 09:45,12.84,0.68,0.65,0.0,0.0,0.11,0.6
09:45 - 10:00,13.6,0.9,0.62,0.0,0.0,0.22,0.52
10:00 - 10:15,14.16,0.82,0.25,0.09,0.0,0.24,1.22
10:15 - 10:30,14.68,0.88,0.43,0.14,0.0,0.45,1.56
10:30 - 10:45,15.28,0.84,0.83,0.13,0.0,0.3,1.33
10:45 - 11:00,15.1,0.82,0.72,0.14,0.0,0.31,1.23
11:00 - 11:15,14.9,0.93,0.73,0.03,0.01,0.46,0.87
11:15 - 11:30,14.8,0.88,0.7,0.08,0.0,0.43,0.79
11:30 - 11:45,14.16,0.7,0.81,0.02,0.05,0.42,0.68
