Timebands,Digi 24,Antena 3 CNN,B1TV,EuroNews,Realitatea Plus,Romania TV
06:00,0.11,0.29,0.0,0.0,0.08,0.3
06:01,0.11,0.29,0.0,0.0,0.08,0.3
06:02,0.11,0.29,0.0,0.0,0.0,0.3
06:03,0.11,0.29,0.0,0.0,0.0,0.3
06:04,0.11,0.37,0.0,0.0,0.0,0.3
06:05,0.11,0.29,0.0,0.0,0.0,0.3
06:06,0.11,0.09,0.0,0.0,0.0,0.3
06:07,0.11,0.09,0.0,0.0,0.0,0.3
06:08,0.11,0.09,0.0,0.0,0.0,0.3
06:09,0.11,0.09,0.0,0.0,0.0,0.3
06:10,0.11,0.09,0.0,0.0,0.0,0.3
06:11,0.22,0.09,0.0,0.0,0.0,0.3
06:12,0.22,0.09,0.0,0.0,0.0,0.3
06:13,0.22,0.09,0.0,0.0,0.0,0.3
06:14,0.22,0.09,0.0,0.0,0.0,0.3
06:15,0.22,0.09,0.0,0.0,0.0,0.3
06:16,0.22,0.09,0.0,0.0,0.0,0.3
06:17,0.22,0.09,0.0,0.0,0.0,0.3
06:18,0.22,0.09,0.0,0.0,0.08,0.4
06:19,0.22,0.09,0.0,0.0,0.0,0.4
06:20,0.22,0.09,0.0,0.0,0.0,0.4
06:21,0.22,0.09,0.11,0.0,0.0,0.4
06:22,0.22,0.09,0.0,0.0,0.0,0.4
06:23,0.22,0.09,0.0,0.0,0.0,0.2
06:24,0.22,0.09,0.0,0.0,0.0,0.2
06:25,0.11,0.09,0.0,0.0,0.0,0.2
06:26,0.11,0.09,0.0,0.0,0.0,0.2
06:27,0.11,0.09,0.0,0.0,0.0,0.2
06:28,0.11,0.09,0.0,0.0,0.0,0.2
06:29,0.11,0.09,0.0,0.0,0.0,0.2
06:30,0.11,0.09,0.0,0.0,0.0,0.2
06:31,0.11,0.09,0.0,0.0,0.0,0.2
06:32,0.11,0.09,0.0,0.0,0.0,0.2
06:33,0.11,0.09,0.0,0.0,0.0,0.2
06:34,0.11,0.09,0.0,0.0,0.0,0.2
06:35,0.11,0.09,0.0,0.0,0.0,0.2
06:36,0.11,0.0,0.0,0.0,0.0,0.2
06:37,0.2,0.0,0.0,0.0,0.0,0.2
06:38,0.2,0.0,0.0,0.0,0.0,0.2
06:39,0.2,0.0,0.0,0.0,0.0,0.2
06:40,0.2,0.08,0.0,0.0,0.0,0.2
06:41,0.2,0.0,0.0,0.0,0.0,0.2
06:42,0.2,0.0,0.0,0.0,0.0,0.2
06:43,0.2,0.0,0.0,0.0,0.0,0.2
06:44,0.2,0.0,0.0,0.0,0.08,0.2
06:45,0.2,0.2,0.0,0.0,0.08,0.2
06:46,0.2,0.29,0.0,0.0,0.0,0.2
06:47,0.28,0.2,0.0,0.0,0.0,0.2
06:48,0.28,0.0,0.0,0.0,0.0,0.2
06:49,0.28,0.0,0.0,0.0,0.0,0.2
06:50,0.17,0.0,0.0,0.0,0.0,0.2
06:51,0.17,0.0,0.0,0.0,0.0,0.2
06:52,0.17,0.0,0.0,0.0,0.0,0.2
06:53,0.17,0.0,0.0,0.0,0.0,0.1
06:54,0.17,0.0,0.0,0.0,0.0,0.0
06:55,0.17,0.0,0.0,0.0,0.0,0.0
06:56,0.17,0.0,0.0,0.0,0.0,0.0
06:57,0.17,0.0,0.0,0.0,0.0,0.0
06:58,0.17,0.0,0.0,0.0,0.0,0.0
06:59,0.17,0.0,0.0,0.0,0.0,0.0
07:00,0.25,0.0,0.0,0.0,0.0,0.0
07:01,0.25,0.0,0.0,0.0,0.0,0.0
07:02,0.25,0.0,0.0,0.0,0.0,0.0
07:03,0.25,0.0,0.0,0.0,0.0,0.0
07:04,0.32,0.0,0.0,0.0,0.0,0.0
07:05,0.44,0.0,0.0,0.0,0.0,0.0
07:06,0.36,0.08,0.0,0.0,0.0,0.0
07:07,0.36,0.08,0.0,0.0,0.0,0.0
07:08,0.36,0.08,0.08,0.0,0.0,0.0
07:09,0.36,0.08,0.0,0.0,0.0,0.0
07:10,0.28,0.08,0.0,0.0,0.0,0.0
07:11,0.35,0.0,0.0,0.0,0.0,0.0
07:12,0.35,0.0,0.0,0.0,0.0,0.0
07:13,0.35,0.0,0.0,0.0,0.0,0.0
07:14,0.35,0.0,0.0,0.0,0.0,0.0
07:15,0.35,0.0,0.0,0.0,0.0,0.0
07:16,0.35,0.0,0.0,0.0,0.0,0.0
07:17,0.35,0.0,0.0,0.0,0.0,0.0
07:18,0.28,0.0,0.0,0.0,0.0,0.08
07:19,0.2,0.0,0.0,0.0,0.0,0.08
07:20,0.2,0.0,0.0,0.0,0.08,0.0
07:21,0.2,0.0,0.0,0.0,0.0,0.1
07:22,0.2,0.0,0.0,0.0,0.0,0.1
07:23,0.2,0.0,0.0,0.0,0.0,0.1
07:24,0.2,0.0,0.0,0.0,0.0,0.1
07:25,0.28,0.0,0.0,0.0,0.0,0.1
07:26,0.37,0.0,0.0,0.0,0.0,0.1
07:27,0.37,0.0,0.0,0.0,0.0,0.1
07:28,0.52,0.0,0.0,0.0,0.0,0.1
07:29,0.52,0.1,0.0,0.0,0.0,0.1
07:30,0.52,0.1,0.0,0.0,0.0,0.1
07:31,0.37,0.1,0.0,0.0,0.0,0.1
07:32,0.37,0.1,0.0,0.0,0.0,0.1
07:33,0.37,0.0,0.0,0.0,0.0,0.1
07:34,0.25,0.0,0.0,0.0,0.0,0.18
07:35,0.17,0.08,0.0,0.0,0.0,0.1
07:36,0.31,0.08,0.0,0.0,0.0,0.1
07:37,0.2,0.18,0.0,0.0,0.0,0.1
07:38,0.31,0.08,0.0,0.0,0.0,0.1
07:39,0.31,0.08,0.0,0.0,0.0,0.1
07:40,0.2,0.08,0.0,0.0,0.0,0.1
07:41,0.2,0.08,0.0,0.0,0.0,0.1
07:42,0.2,0.08,0.0,0.0,0.0,0.1
07:43,0.2,0.08,0.0,0.0,0.0,0.1
07:44,0.2,0.0,0.08,0.0,0.0,0.1
07:45,0.2,0.09,0.08,0.0,0.0,0.1
07:46,0.2,0.09,0.08,0.09,0.0,0.1
07:47,0.2,0.09,0.08,0.09,0.0,0.1
07:48,0.2,0.09,0.08,0.09,0.0,0.1
07:49,0.29,0.09,0.08,0.09,0.0,0.1
07:50,0.29,0.09,0.08,0.09,0.0,0.1
07:51,0.36,0.09,0.0,0.0,0.0,0.1
07:52,0.47,0.09,0.0,0.0,0.0,0.1
07:53,0.47,0.09,0.0,0.0,0.11,0.1
07:54,0.36,0.09,0.0,0.0,0.0,0.0
07:55,0.5,0.19,0.0,0.0,0.0,0.0
07:56,0.36,0.19,0.0,0.0,0.0,0.0
07:57,0.36,0.19,0.0,0.0,0.0,0.1
07:58,0.27,0.19,0.0,0.0,0.0,0.1
07:59,0.27,0.29,0.0,0.0,0.0,0.1
08:00,0.27,0.29,0.0,0.0,0.0,0.33
08:01,0.27,0.29,0.0,0.0,0.0,0.33
08:02,0.27,0.19,0.0,0.0,0.0,0.33
08:03,0.27,0.19,0.0,0.0,0.0,0.33
08:04,0.27,0.19,0.0,0.0,0.0,0.33
08:05,0.27,0.19,0.0,0.0,0.0,0.33
08:06,0.27,0.19,0.0,0.0,0.0,0.33
08:07,0.27,0.19,0.0,0.0,0.0,0.33
08:08,0.2,0.19,0.0,0.0,0.0,0.1
08:09,0.44,0.19,0.0,0.0,0.0,0.1
08:10,0.44,0.19,0.0,0.0,0.0,0.1
08:11,0.44,0.19,0.0,0.0,0.0,0.1
08:12,0.44,0.19,0.0,0.0,0.0,0.1
08:13,0.44,0.19,0.0,0.0,0.0,0.1
08:14,0.44,0.29,0.0,0.0,0.0,0.1
08:15,0.44,0.29,0.0,0.0,0.0,0.1
08:16,0.44,0.19,0.0,0.0,0.0,0.1
08:17,0.44,0.19,0.0,0.0,0.0,0.1
08:18,0.44,0.19,0.0,0.0,0.0,0.1
08:19,0.44,0.29,0.0,0.0,0.0,0.1
08:20,0.44,0.29,0.0,0.0,0.0,0.1
08:21,0.44,0.19,0.0,0.0,0.0,0.1
08:22,0.35,0.19,0.0,0.0,0.0,0.1
08:23,0.35,0.19,0.0,0.0,0.0,0.22
08:24,0.35,0.19,0.0,0.0,0.0,0.22
08:25,0.35,0.19,0.0,0.0,0.0,0.22
08:26,0.35,0.19,0.0,0.0,0.0,0.22
08:27,0.45,0.29,0.0,0.0,0.0,0.22
08:28,0.45,0.29,0.0,0.0,0.0,0.22
08:29,0.45,0.28,0.0,0.0,0.0,0.22
08:30,0.45,0.28,0.0,0.0,0.0,0.22
08:31,0.44,0.28,0.0,0.1,0.0,0.22
08:32,0.44,0.28,0.0,0.1,0.0,0.22
08:33,0.44,0.35,0.0,0.1,0.0,0.22
08:34,0.44,0.35,0.0,0.1,0.0,0.22
08:35,0.44,0.35,0.0,0.1,0.0,0.22
08:36,0.44,0.35,0.0,0.1,0.0,0.22
08:37,0.44,0.28,0.0,0.1,0.0,0.22
08:38,0.44,0.28,0.0,0.0,0.0,0.22
08:39,0.44,0.28,0.0,0.0,0.0,0.22
08:40,0.44,0.28,0.0,0.0,0.0,0.22
08:41,0.44,0.28,0.0,0.0,0.0,0.22
08:42,0.44,0.28,0.0,0.0,0.0,0.22
08:43,0.53,0.37,0.0,0.0,0.0,0.22
08:44,0.35,0.37,0.0,0.18,0.0,0.22
08:45,0.35,0.37,0.0,0.18,0.0,0.3
08:46,0.35,0.37,0.0,0.18,0.0,0.3
08:47,0.35,0.37,0.0,0.18,0.0,0.22
08:48,0.24,0.37,0.0,0.18,0.0,0.22
08:49,0.42,0.37,0.0,0.0,0.0,0.22
08:50,0.42,0.37,0.0,0.0,0.0,0.22
08:51,0.42,0.37,0.0,0.0,0.0,0.35
08:52,0.42,0.37,0.0,0.0,0.0,0.35
08:53,0.42,0.37,0.0,0.0,0.0,0.35
08:54,0.42,0.37,0.0,0.0,0.0,0.35
08:55,0.42,0.37,0.0,0.0,0.0,0.35
08:56,0.42,0.37,0.0,0.0,0.0,0.35
08:57,0.24,0.37,0.0,0.0,0.0,0.35
08:58,0.24,0.37,0.0,0.0,0.0,0.35
08:59,0.24,0.37,0.0,0.0,0.0,0.35
09:00,0.24,0.37,0.0,0.0,0.0,0.35
09:01,0.24,0.37,0.0,0.0,0.0,0.35
09:02,0.24,0.37,0.0,0.0,0.0,0.35
09:03,0.24,0.56,0.0,0.0,0.09,0.42
09:04,0.24,0.56,0.0,0.0,0.09,0.42
09:05,0.24,0.56,0.0,0.0,0.09,0.42
09:06,0.24,0.56,0.0,0.0,0.09,0.42
09:07,0.24,0.56,0.0,0.0,0.09,0.42
09:08,0.24,0.56,0.0,0.0,0.09,0.42
09:09,0.24,0.56,0.0,0.0,0.09,0.42
09:10,0.24,0.48,0.0,0.0,0.09,0.5
09:11,0.24,0.48,0.0,0.0,0.09,0.5
09:12,0.24,0.28,0.0,0.0,0.09,0.78
09:13,0.24,0.19,0.0,0.0,0.09,0.78
09:14,0.24,0.19,0.0,0.0,0.09,0.78
09:15,0.24,0.19,0.0,0.0,0.24,0.78
09:16,0.24,0.19,0.0,0.0,0.09,0.78
09:17,0.33,0.1,0.0,0.0,0.09,0.78
09:18,0.33,0.1,0.0,0.0,0.09,0.78
09:19,0.33,0.1,0.0,0.0,0.09,0.78
09:20,0.33,0.1,0.0,0.0,0.09,0.78
09:21,0.33,0.1,0.0,0.0,0.09,0.78
09:22,0.24,0.1,0.0,0.0,0.09,0.78
09:23,0.24,0.1,0.0,0.0,0.23,0.78
09:24,0.24,0.1,0.0,0.0,0.23,0.78
09:25,0.24,0.1,0.0,0.0,0.23,0.78
09:26,0.24,0.1,0.0,0.0,0.23,0.78
09:27,0.24,0.1,0.0,0.0,0.23,0.78
09:28,0.24,0.1,0.0,0.0,0.23,0.78
09:29,0.24,0.1,0.0,0.0,0.23,0.78
09:30,0.24,0.1,0.0,0.0,0.23,0.78
09:31,0.24,0.1,0.0,0.0,0.23,0.78
09:32,0.33,0.1,0.0,0.0,0.23,0.78
09:33,0.24,0.1,0.0,0.0,0.23,0.78
09:34,0.24,0.1,0.0,0.0,0.23,0.78
09:35,0.24,0.1,0.0,0.0,0.23,0.78
09:36,0.24,0.1,0.0,0.0,0.23,0.78
09:37,0.24,0.1,0.0,0.0,0.23,0.78
09:38,0.24,0.1,0.0,0.0,0.23,0.78
09:39,0.24,0.1,0.0,0.0,0.23,0.78
09:40,0.24,0.0,0.0,0.0,0.23,0.78
09:41,0.39,0.0,0.0,0.0,0.23,0.7
09:42,0.39,0.0,0.0,0.0,0.23,0.7
09:43,0.39,0.0,0.0,0.0,0.23,0.7
09:44,0.39,0.0,0.0,0.0,0.23,0.7
09:45,0.39,0.12,0.0,0.0,0.23,0.7
09:46,0.39,0.12,0.0,0.0,0.35,0.7
09:47,0.39,0.0,0.0,0.0,0.35,0.7
09:48,0.39,0.0,0.0,0.0,0.35,0.7
09:49,0.31,0.08,0.0,0.0,0.21,0.7
09:50,0.31,0.08,0.0,0.0,0.21,0.7
09:51,0.4,0.0,0.0,0.0,0.21,0.7
09:52,0.31,0.0,0.0,0.0,0.21,0.7
09:53,0.31,0.0,0.0,0.0,0.21,0.7
09:54,0.31,0.0,0.0,0.0,0.21,0.58
09:55,0.31,0.0,0.0,0.0,0.21,0.58
09:56,0.31,0.0,0.0,0.0,0.21,0.58
09:57,0.31,0.0,0.0,0.0,0.21,0.67
09:58,0.31,0.0,0.0,0.0,0.21,0.92
09:59,0.31,0.0,0.0,0.0,0.21,0.8
10:00,0.31,0.0,0.0,0.0,0.21,0.8
10:01,0.31,0.0,0.0,0.0,0.21,0.8
10:02,0.31,0.0,0.0,0.0,0.21,0.8
10:03,0.31,0.0,0.0,0.0,0.21,0.8
10:04,0.31,0.0,0.0,0.0,0.21,0.72
10:05,0.4,0.0,0.0,0.0,0.21,0.63
10:06,0.31,0.0,0.0,0.0,0.21,0.63
