Timebands,Digi 24,Antena 3 CNN,B1TV,EuroNews,Realitatea Plus,Romania TV
06:00,0.55,0.1,0.0,0.0,0.08,0.47
06:01,0.55,0.1,0.0,0.0,0.0,0.47
06:02,0.55,0.1,0.0,0.0,0.0,0.47
06:03,0.55,0.1,0.0,0.0,0.0,0.47
06:04,0.55,0.1,0.0,0.0,0.0,0.47
06:05,0.55,0.1,0.0,0.0,0.0,0.47
06:06,0.55,0.1,0.0,0.0,0.0,0.47
06:07,0.55,0.1,0.0,0.0,0.0,0.47
06:08,0.55,0.1,0.0,0.0,0.0,0.47
06:09,0.55,0.1,0.0,0.0,0.0,0.47
06:10,0.43,0.1,0.0,0.0,0.0,0.47
06:11,0.43,0.1,0.0,0.0,0.0,0.47
06:12,0.43,0.1,0.0,0.0,0.0,0.47
06:13,0.55,0.1,0.0,0.0,0.0,0.47
06:14,0.55,0.1,0.0,0.0,0.0,0.47
06:15,0.55,0.1,0.0,0.0,0.0,0.47
06:16,0.55,0.1,0.0,0.0,0.0,0.47
06:17,0.55,0.1,0.0,0.09,0.0,0.47
06:18,0.55,0.1,0.0,0.09,0.0,0.47
06:19,0.55,0.1,0.0,0.09,0.0,0.47
06:20,0.55,0.1,0.0,0.09,0.0,0.47
06:21,0.55,0.1,0.0,0.09,0.0,0.47
06:22,0.55,0.1,0.0,0.09,0.0,0.47
06:23,0.43,0.1,0.0,0.09,0.0,0.47
06:24,0.43,0.1,0.0,0.09,0.0,0.47
06:25,0.43,0.1,0.0,0.09,0.0,0.47
06:26,0.43,0.1,0.0,0.09,0.0,0.47
06:27,0.43,0.1,0.0,0.09,0.0,0.47
06:28,0.51,0.1,0.0,0.09,0.0,0.47
06:29,0.51,0.1,0.0,0.09,0.0,0.47
06:30,0.51,0.1,0.0,0.09,0.0,0.47
06:31,0.38,0.1,0.0,0.09,0.0,0.47
06:32,0.38,0.1,0.0,0.09,0.0,0.47
06:33,0.38,0.1,0.0,0.09,0.0,0.47
06:34,0.38,0.1,0.0,0.09,0.0,0.47
06:35,0.38,0.21,0.0,0.09,0.0,0.47
06:36,0.46,0.21,0.0,0.09,0.0,0.47
06:37,0.38,0.1,0.0,0.09,0.0,0.55
06:38,0.38,0.1,0.0,0.09,0.0,0.47
06:39,0.29,0.1,0.0,0.09,0.0,0.47
06:40,0.29,0.1,0.0,0.09,0.0,0.47
06:41,0.29,0.1,0.0,0.09,0.0,0.47
06:42,0.45,0.1,0.0,0.09,0.0,0.47
06:43,0.45,0.1,0.0,0.09,0.0,0.47
06:44,0.45,0.1,0.0,0.09,0.0,0.47
06:45,0.45,0.1,0.0,0.09,0.0,0.47
06:46,0.45,0.1,0.0,0.09,0.0,0.2
06:47,0.45,0.1,0.0,0.09,0.0,0.2
06:48,0.68,0.21,0.0,0.09,0.0,0.2
06:49,0.68,0.21,0.0,0.09,0.0,0.2
06:50,0.68,0.21,0.0,0.09,0.0,0.2
06:51,0.68,0.21,0.0,0.09,0.0,0.2
06:52,0.68,0.1,0.0,0.09,0.0,0.2
06:53,0.68,0.1,0.0,0.09,0.0,0.2
06:54,0.68,0.1,0.0,0.09,0.0,0.2
06:55,0.68,0.1,0.0,0.09,0.0,0.2
06:56,0.58,0.1,0.0,0.09,0.0,0.39
06:57,0.58,0.1,0.0,0.09,0.0,0.39
06:58,0.58,0.21,0.0,0.09,0.0,0.39
06:59,0.58,0.21,0.0,0.09,0.0,0.39
07:00,0.46,0.1,0.0,0.09,0.0,0.39
07:01,0.46,0.1,0.0,0.09,0.0,0.39
07:02,0.46,0.1,0.0,0.09,0.0,0.39
07:03,0.46,0.1,0.0,0.09,0.0,0.39
07:04,0.46,0.1,0.0,0.09,0.0,0.39
07:05,0.46,0.0,0.0,0.09,0.0,0.39
07:06,0.58,0.0,0.0,0.09,0.0,0.39
07:07,0.58,0.0,0.0,0.09,0.0,0.39
07:08,0.5,0.0,0.0,0.09,0.0,0.39
07:09,0.39,0.0,0.0,0.09,0.0,0.39
07:10,0.39,0.0,0.0,0.09,0.0,0.39
07:11,0.39,0.0,0.0,0.09,0.0,0.39
07:12,0.39,0.0,0.0,0.09,0.0,0.39
07:13,0.39,0.0,0.0,0.09,0.0,0.39
07:14,0.39,0.0,0.0,0.09,0.0,0.39
07:15,0.39,0.0,0.0,0.09,0.0,0.39
07:16,0.39,0.0,0.0,0.09,0.0,0.39
07:17,0.39,0.0,0.0,0.09,0.0,0.51
07:18,0.39,0.0,0.0,0.09,0.0,0.51
07:19,0.39,0.0,0.0,0.09,0.0,0.51
07:20,0.39,0.0,0.0,0.09,0.0,0.51
07:21,0.39,0.0,0.0,0.09,0.0,0.63
07:22,0.39,0.0,0.11,0.0,0.0,0.63
07:23,0.39,0.0,0.11,0.0,0.0,0.71
07:24,0.39,0.0,0.11,0.0,0.0,0.63
07:25,0.39,0.0,0.11,0.0,0.0,0.63
07:26,0.39,0.0,0.11,0.0,0.0,0.63
07:27,0.39,0.0,0.11,0.0,0.0,0.63
07:28,0.15,0.0,0.11,0.0,0.0,0.63
07:29,0.15,0.0,0.0,0.0,0.0,0.63
07:30,0.15,0.0,0.0,0.0,0.0,0.44
07:31,0.15,0.0,0.0,0.0,0.0,0.44
07:32,0.15,0.0,0.0,0.0,0.0,0.44
07:33,0.15,0.0,0.0,0.0,0.0,0.44
07:34,0.15,0.0,0.0,0.0,0.0,0.44
