Timebands,Digi 24,Antena 3 CNN,B1TV,EuroNews,Realitatea Plus,Romania TV
06:00,0.32,0.17,0.0,0.08,0.0,0.37
06:01,0.2,0.17,0.0,0.08,0.0,0.37
06:02,0.2,0.17,0.0,0.08,0.0,0.37
06:03,0.2,0.17,0.0,0.08,0.0,0.37
06:04,0.2,0.17,0.0,0.08,0.0,0.37
06:05,0.2,0.17,0.0,0.08,0.0,0.57
06:06,0.2,0.17,0.0,0.08,0.0,0.57
06:07,0.2,0.17,0.0,0.08,0.0,0.57
06:08,0.2,0.17,0.0,0.08,0.0,0.57
06:09,0.2,0.17,0.0,0.08,0.0,0.57
06:10,0.2,0.17,0.0,0.08,0.0,0.57
06:11,0.2,0.17,0.0,0.08,0.0,0.57
06:12,0.2,0.36,0.0,0.08,0.0,0.57
06:13,0.2,0.36,0.0,0.08,0.0,0.57
06:14,0.11,0.17,0.0,0.08,0.0,0.57
06:15,0.11,0.17,0.0,0.08,0.0,0.57
06:16,0.23,0.17,0.0,0.08,0.0,0.57
06:17,0.23,0.17,0.0,0.08,0.0,0.57
06:18,0.23,0.17,0.0,0.08,0.0,0.57
06:19,0.11,0.17,0.0,0.08,0.0,0.57
06:20,0.11,0.17,0.0,0.08,0.0,0.57
06:21,0.11,0.17,0.0,0.08,0.0,0.57
06:22,0.11,0.17,0.0,0.08,0.0,0.57
06:23,0.11,0.17,0.0,0.08,0.0,0.57
06:24,0.11,0.17,0.0,0.08,0.0,0.45
06:25,0.0,0.17,0.0,0.08,0.0,0.45
06:26,0.0,0.17,0.0,0.08,0.0,0.45
06:27,0.0,0.17,0.0,0.08,0.0,0.45
06:28,0.0,0.17,0.0,0.08,0.0,0.45
06:29,0.0,0.17,0.0,0.08,0.0,0.45
06:30,0.08,0.17,0.0,0.08,0.0,0.66
06:31,0.08,0.17,0.0,0.08,0.0,0.45
06:32,0.0,0.17,0.0,0.08,0.0,0.45
06:33,0.0,0.17,0.0,0.08,0.0,0.45
06:34,0.0,0.17,0.0,0.08,0.0,0.45
06:35,0.0,0.17,0.0,0.08,0.0,0.45
06:36,0.12,0.17,0.0,0.08,0.0,0.45
06:37,0.12,0.17,0.0,0.08,0.0,0.37
06:38,0.12,0.08,0.0,0.08,0.0,0.37
06:39,0.19,0.08,0.0,0.08,0.0,0.37
06:40,0.19,0.08,0.0,0.08,0.0,0.37
06:41,0.12,0.08,0.0,0.08,0.0,0.37
06:42,0.12,0.08,0.0,0.08,0.0,0.37
06:43,0.12,0.08,0.0,0.08,0.0,0.37
06:44,0.12,0.08,0.0,0.08,0.0,0.37
06:45,0.0,0.08,0.0,0.08,0.0,0.37
06:46,0.08,0.08,0.0,0.08,0.0,0.37
06:47,0.08,0.08,0.0,0.08,0.0,0.37
06:48,0.08,0.08,0.0,0.08,0.0,0.37
06:49,0.08,0.08,0.0,0.08,0.0,0.37
06:50,0.08,0.08,0.0,0.08,0.0,0.37
06:51,0.0,0.08,0.0,0.08,0.0,0.37
06:52,0.0,0.08,0.0,0.08,0.0,0.37
06:53,0.0,0.08,0.0,0.08,0.0,0.37
06:54,0.0,0.08,0.0,0.08,0.0,0.37
06:55,0.0,0.08,0.0,0.08,0.0,0.37
06:56,0.0,0.08,0.0,0.08,0.0,0.37
06:57,0.0,0.08,0.0,0.08,0.0,0.37
06:58,0.0,0.08,0.0,0.08,0.0,0.37
06:59,0.0,0.08,0.0,0.08,0.0,0.37
07:00,0.0,0.08,0.07,0.08,0.0,0.37
07:01,0.18,0.08,0.07,0.08,0.0,0.37
07:02,0.3,0.08,0.07,0.08,0.0,0.37
07:03,0.3,0.08,0.07,0.08,0.0,0.37
07:04,0.3,0.08,0.0,0.08,0.0,0.37
07:05,0.3,0.08,0.0,0.08,0.0,0.37
07:06,0.11,0.08,0.0,0.19,0.0,0.37
07:07,0.11,0.08,0.0,0.19,0.0,0.37
07:08,0.11,0.08,0.0,0.19,0.0,0.37
07:09,0.11,0.08,0.0,0.19,0.0,0.37
07:10,0.11,0.08,0.0,0.19,0.0,0.37
07:11,0.11,0.08,0.0,0.19,0.0,0.49
07:12,0.11,0.08,0.0,0.19,0.0,0.49
07:13,0.11,0.08,0.0,0.19,0.0,0.49
07:14,0.11,0.08,0.0,0.19,0.0,0.49
07:15,0.11,0.08,0.0,0.19,0.0,0.49
07:16,0.11,0.08,0.0,0.19,0.0,0.49
07:17,0.11,0.08,0.0,0.19,0.0,0.49
07:18,0.11,0.08,0.0,0.19,0.0,0.49
07:19,0.22,0.08,0.0,0.08,0.0,0.49
07:20,0.22,0.08,0.0,0.08,0.0,0.49
07:21,0.22,0.08,0.0,0.08,0.13,0.49
07:22,0.22,0.08,0.0,0.08,0.13,0.49
07:23,0.32,0.08,0.0,0.08,0.13,0.49
07:24,0.32,0.08,0.0,0.08,0.13,0.49
07:25,0.32,0.08,0.0,0.08,0.13,0.62
07:26,0.32,0.08,0.0,0.08,0.13,0.62
07:27,0.32,0.08,0.0,0.08,0.13,0.62
07:28,0.32,0.08,0.0,0.08,0.13,0.62
07:29,0.32,0.08,0.0,0.08,0.13,0.62
07:30,0.37,0.08,0.0,0.08,0.13,0.62
07:31,0.32,0.08,0.0,0.0,0.13,0.62
07:32,0.32,0.08,0.0,0.0,0.13,0.62
07:33,0.32,0.08,0.0,0.0,0.13,0.62
07:34,0.21,0.08,0.0,0.0,0.0,0.71
07:35,0.21,0.08,0.0,0.0,0.0,0.85
07:36,0.21,0.08,0.0,0.0,0.0,0.85
07:37,0.21,0.08,0.0,0.0,0.0,0.47
07:38,0.34,0.08,0.09,0.0,0.0,0.24
07:39,0.43,0.08,0.0,0.0,0.0,0.24
07:40,0.43,0.08,0.0,0.0,0.0,0.24
07:41,0.43,0.08,0.0,0.0,0.0,0.24
07:42,0.43,0.08,0.0,0.0,0.0,0.24
07:43,0.55,0.08,0.0,0.0,0.0,0.24
07:44,0.55,0.08,0.0,0.0,0.0,0.24
07:45,0.45,0.08,0.0,0.0,0.0,0.24
07:46,0.55,0.08,0.08,0.0,0.0,0.24
07:47,0.55,0.08,0.08,0.0,0.0,0.24
07:48,0.62,0.08,0.0,0.0,0.0,0.24
07:49,0.62,0.34,0.0,0.0,0.0,0.24
07:50,0.62,0.34,0.0,0.0,0.0,0.24
07:51,0.62,0.34,0.0,0.0,0.0,0.24
07:52,0.55,0.34,0.0,0.0,0.0,0.24
07:53,0.45,0.34,0.0,0.0,0.0,0.24
07:54,0.45,0.34,0.0,0.0,0.0,0.24
07:55,0.45,0.08,0.0,0.0,0.0,0.24
07:56,0.34,0.08,0.0,0.0,0.0,0.24
07:57,0.34,0.08,0.0,0.0,0.0,0.34
07:58,0.34,0.08,0.0,0.0,0.0,0.24
07:59,0.34,0.08,0.0,0.0,0.0,0.24
08:00,0.34,0.16,0.0,0.0,0.0,0.24
08:01,0.34,0.16,0.0,0.0,0.0,0.55
08:02,0.34,0.08,0.0,0.0,0.0,0.55
08:03,0.34,0.08,0.0,0.0,0.0,0.55
08:04,0.34,0.08,0.0,0.0,0.0,0.55
08:05,0.34,0.08,0.0,0.0,0.0,0.55
08:06,0.34,0.08,0.0,0.0,0.0,0.55
08:07,0.44,0.08,0.0,0.0,0.0,0.63
08:08,0.52,0.08,0.0,0.0,0.0,0.63
08:09,0.52,0.08,0.0,0.0,0.0,0.63
08:10,0.52,0.08,0.0,0.0,0.0,0.63
08:11,0.59,0.08,0.0,0.0,0.0,0.55
08:12,0.59,0.08,0.0,0.0,0.0,0.55
08:13,0.59,0.08,0.0,0.0,0.0,0.55
08:14,0.59,0.19,0.0,0.0,0.0,0.55
08:15,0.59,0.19,0.0,0.0,0.0,0.55
08:16,0.6,0.19,0.0,0.0,0.0,0.55
08:17,0.6,0.28,0.0,0.0,0.0,0.55
08:18,0.6,0.28,0.0,0.0,0.0,0.24
08:19,0.6,0.19,0.0,0.0,0.0,0.24
08:20,0.6,0.19,0.0,0.0,0.0,0.24
08:21,0.42,0.08,0.0,0.1,0.0,0.32
08:22,0.61,0.08,0.0,0.1,0.0,0.32
08:23,0.61,0.08,0.0,0.1,0.0,0.32
08:24,0.61,0.08,0.0,0.1,0.0,0.32
08:25,0.51,0.08,0.0,0.1,0.11,0.32
08:26,0.51,0.17,0.0,0.1,0.11,0.32
08:27,0.51,0.17,0.0,0.0,0.11,0.32
08:28,0.51,0.27,0.0,0.0,0.0,0.32
08:29,0.61,0.27,0.0,0.0,0.0,0.32
08:30,0.61,0.47,0.0,0.0,0.0,0.32
08:31,0.61,0.47,0.0,0.0,0.0,0.32
08:32,0.51,0.27,0.0,0.0,0.0,0.24
08:33,0.51,0.27,0.0,0.0,0.0,0.24
