Timebands,TTV,Digi 24,Antena 3 CNN,B1TV,EuroNews,Realitatea Plus,Romania TV
02:00 - 02:15,6.28,0.0,0.01,0.0,0.0,0.0,0.16
02:15 - 02:30,5.33,0.0,0.0,0.0,0.0,0.0,0.22
02:30 - 02:45,4.65,0.0,0.0,0.0,0.0,0.0,0.08
02:45 - 03:00,3.92,0.0,0.0,0.0,0.0,0.0,0.08
03:00 - 03:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:15 - 03:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:30 - 03:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:45 - 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:00 - 04:15,3.09,0.0,0.0,0.0,0.0,0.0,0.08
04:15 - 04:30,2.75,0.0,0.0,0.0,0.0,0.0,0.08
04:30 - 04:45,2.34,0.0,0.0,0.0,0.0,0.0,0.03
04:45 - 05:00,2.37,0.0,0.01,0.0,0.0,0.0,0.0
05:00 - 05:15,2.31,0.0,0.08,0.0,0.0,0.0,0.0
05:15 - 05:30,2.47,0.01,0.08,0.0,0.0,0.0,0.0
05:30 - 05:45,2.55,0.0,0.05,0.0,0.0,0.0,0.07
05:45 - 06:00,2.85,0.01,0.24,0.0,0.0,0.08,0.1
06:00 - 06:15,3.06,0.0,0.25,0.0,0.0,0.21,0.0
06:15 - 06:30,2.95,0.0,0.26,0.0,0.0,0.21,0.04
06:30 - 06:45,3.2,0.0,0.25,0.01,0.0,0.21,0.24
06:45 - 07:00,3.85,0.07,0.32,0.0,0.0,0.21,0.23
07:00 - 07:15,4.71,0.13,0.33,0.02,0.0,0.21,0.03
07:15 - 07:30,5.31,0.09,0.27,0.01,0.0,0.31,0.1
07:30 - 07:45,6.41,0.01,0.45,0.01,0.0,0.33,0.35
07:45 - 08:00,7.24,0.11,0.5,0.07,0.01,0.31,0.27
08:00 - 08:15,8.0,0.28,0.4,0.12,0.0,0.23,0.3
08:15 - 08:30,9.07,0.25,0.62,0.16,0.0,0.04,0.12
08:30 - 08:45,9.98,0.25,0.79,0.09,0.0,0.02,0.2
08:45 - 09:00,10.62,0.2,0.86,0.0,0.0,0.0,0.34
09:00 - 09:15,11.59,0.17,0.78,0.01,0.0,0.03,0.44
09:15 - 09:30,12.0,0.2,0.56,0.02,0.0,0.03,0.6
09:30 - 09:45,13.08,0.2,0.65,0.02,0.0,0.0,0.69
09:45 - 10:00,13.13,0.3,0.53,0.0,0.0,0.01,0.62
10:00 - 10:15,13.64,0.3,0.56,0.0,0.0,0.12,0.5
10:15 - 10:30,14.14,0.37,0.64,0.06,0.0,0.02,0.72
10:30 - 10:45,13.87,0.17,0.63,0.04,0.0,0.02,0.49
10:45 - 11:00,14.62,0.12,0.55,0.0,0.0,0.0,0.49
11:00 - 11:15,14.95,0.19,0.39,0.1,0.0,0.01,0.84
11:15 - 11:30,15.35,0.19,0.36,0.27,0.0,0.01,1.03
11:30 - 11:45,15.8,0.18,0.4,0.06,0.0,0.06,0.72
11:45 - 12:00,15.54,0.15,0.59,0.0,0.0,0.02,0.43
12:00 - 12:15,15.25,0.33,0.64,0.03,0.0,0.03,0.59
12:15 - 12:30,15.71,0.42,0.72,0.05,0.0,0.12,0.77
12:30 - 12:45,15.63,0.17,0.81,0.03,0.0,0.18,0.76
12:45 - 13:00,15.95,0.25,0.86,0.07,0.0,0.18,0.68
13:00 - 13:15,16.51,0.43,1.1,0.0,0.0,0.24,0.83
13:15 - 13:30,16.6,0.46,0.9,0.01,0.0,0.17,0.92
13:30 - 13:45,16.59,0.48,0.73,0.0,0.0,0.17,1.24
13:45 - 14:00,16.54,0.32,1.02,0.0,0.0,0.53,1.09
14:00 - 14:15,16.69,0.49,0.9,0.0,0.01,0.56,1.15
14:15 - 14:30,16.11,0.38,0.76,0.02,0.0,0.59,1.38
14:30 - 14:45,16.16,0.17,0.8,0.0,0.0,0.52,1.39
14:45 - 15:00,15.39,0.13,0.79,0.0,0.0,0.37,1.02
15:00 - 15:15,15.49,0.21,0.83,0.17,0.0,0.34,0.95
15:15 - 15:30,15.58,0.26,0.76,0.17,0.0,0.44,1.04
15:30 - 15:45,15.97,0.56,0.6,0.17,0.06,0.6,1.22
15:45 - 16:00,16.23,0.32,0.5,0.17,0.0,0.68,1.1
16:00 - 16:15,16.32,0.08,0.68,0.23,0.0,0.77,0.98
16:15 - 16:30,16.39,0.09,0.92,0.13,0.02,0.85,1.23
16:30 - 16:45,16.42,0.06,0.51,0.09,0.0,0.83,1.09
16:45 - 17:00,16.82,0.27,0.55,0.08,0.0,0.44,1.01
17:00 - 17:15,16.58,0.45,0.72,0.03,0.0,0.41,1.1
17:15 - 17:30,17.58,0.39,0.82,0.02,0.0,0.65,1.35
17:30 - 17:45,17.73,0.51,0.76,0.09,0.0,0.61,0.91
17:45 - 18:00,18.16,0.43,0.59,0.02,0.01,0.48,0.86
18:00 - 18:15,18.7,0.31,0.49,0.0,0.0,0.61,0.67
18:15 - 18:30,18.45,0.31,0.66,0.0,0.0,0.47,0.51
18:30 - 18:45,18.3,0.36,0.77,0.01,0.0,0.53,0.33
18:45 - 19:00,19.35,0.32,0.89,0.0,0.0,0.5,0.3
19:00 - 19:15,21.5,0.23,0.82,0.0,0.0,0.42,0.51
19:15 - 19:30,23.33,0.3,1.02,0.0,0.02,0.63,0.65
19:30 - 19:45,24.36,0.44,1.1,0.0,0.0,0.54,0.57
19:45 - 20:00,27.08,0.68,1.08,0.0,0.03,0.51,0.42
20:00 - 20:15,29.34,0.62,1.1,0.12,0.06,0.58,0.6
20:15 - 20:30,31.91,0.91,1.22,0.05,0.01,0.35,0.74
20:30 - 20:45,33.37,0.4,1.07,0.01,0.0,0.54,0.76
20:45 - 21:00,34.93,0.31,1.25,0.06,0.03,0.25,0.77
21:00 - 21:15,37.19,0.51,1.38,0.0,0.07,0.33,0.72
21:15 - 21:30,37.48,0.58,1.36,0.0,0.0,0.28,1.34
21:30 - 21:45,39.22,0.55,1.43,0.05,0.0,0.24,1.65
21:45 - 22:00,38.74,0.47,1.23,0.0,0.06,0.43,0.92
22:00 - 22:15,38.12,0.53,1.29,0.11,0.01,0.21,0.81
22:15 - 22:30,36.37,0.55,1.26,0.19,0.0,0.24,1.24
22:30 - 22:45,34.78,0.39,1.17,0.22,0.0,0.24,1.31
22:45 - 23:00,32.49,0.43,0.57,0.13,0.05,0.42,0.95
23:00 - 23:15,31.83,0.47,0.73,0.16,0.07,0.36,0.95
23:15 - 23:30,31.06,0.55,0.49,0.13,0.0,0.6,0.86
23:30 - 23:45,29.88,0.39,0.52,0.13,0.0,0.56,0.9
23:45 - 24:00,24.94,0.36,0.34,0.23,0.0,0.45,0.81
24:00 - 24:15,18.64,0.36,0.28,0.01,0.0,0.42,0.98
24:15 - 24:30,14.09,0.26,0.28,0.0,0.0,0.2,0.73
24:30 - 24:45,12.09,0.16,0.28,0.0,0.0,0.2,0.58
24:45 - 25:00,9.89,0.16,0.2,0.0,0.0,0.21,0.33
25:00 - 25:15,8.52,0.23,0.17,0.0,0.0,0.22,0.11
25:15 - 25:30,7.49,0.19,0.24,0.0,0.0,0.2,0.11
25:30 - 25:45,6.97,0.17,0.0,0.0,0.0,0.2,0.11
25:45 - 26:00,5.89,0.18,0.0,0.0,0.0,0.2,0.11
Whole day,15.33,0.25,0.58,0.04,0.01,0.27,0.6
06:00,3.04,0.0,0.25,0.0,0.0,0.21,0.0
06:01,3.1,0.0,0.25,0.0,0.0,0.21,0.0
06:02,3.1,0.0,0.25,0.0,0.0,0.21,0.0
06:03,3.03,0.0,0.25,0.0,0.0,0.21,0.0
06:04,3.22,0.0,0.25,0.0,0.0,0.21,0.0
06:05,3.22,0.0,0.25,0.0,0.0,0.21,0.0
06:06,2.96,0.0,0.25,0.0,0.0,0.21,0.0
06:07,2.96,0.0,0.25,0.0,0.0,0.21,0.0
06:08,2.96,0.0,0.25,0.0,0.0,0.21,0.0
06:09,3.06,0.0,0.25,0.0,0.0,0.21,0.0
06:10,3.06,0.0,0.25,0.0,0.0,0.21,0.0
06:11,3.06,0.0,0.25,0.0,0.0,0.21,0.0
06:12,3.06,0.0,0.25,0.0,0.0,0.21,0.0
06:13,3.06,0.0,0.25,0.0,0.0,0.21,0.0
06:14,3.06,0.0,0.25,0.0,0.0,0.21,0.0
06:15,3.26,0.0,0.25,0.0,0.0,0.21,0.1
06:16,3.04,0.0,0.25,0.0,0.0,0.21,0.0
06:17,2.93,0.0,0.25,0.0,0.0,0.21,0.0
06:18,2.93,0.0,0.25,0.0,0.0,0.21,0.0
06:19,2.93,0.0,0.25,0.0,0.0,0.21,0.0
06:20,2.93,0.0,0.25,0.0,0.0,0.21,0.0
06:21,2.79,0.0,0.25,0.0,0.0,0.21,0.0
06:22,3.02,0.0,0.25,0.0,0.0,0.21,0.0
06:23,2.79,0.0,0.25,0.0,0.0,0.21,0.0
06:24,2.79,0.0,0.25,0.0,0.0,0.21,0.0
06:25,2.87,0.0,0.25,0.0,0.0,0.21,0.0
06:26,2.87,0.0,0.25,0.0,0.0,0.21,0.0
06:27,2.87,0.0,0.47,0.0,0.0,0.21,0.0
06:28,3.1,0.0,0.25,0.0,0.0,0.21,0.23
06:29,3.1,0.0,0.25,0.0,0.0,0.21,0.23
06:30,3.2,0.0,0.25,0.1,0.0,0.21,0.23
06:31,3.2,0.0,0.35,0.0,0.0,0.21,0.23
06:32,3.2,0.0,0.25,0.0,0.0,0.21,0.33
06:33,3.31,0.0,0.25,0.0,0.0,0.21,0.33
06:34,3.31,0.0,0.25,0.0,0.0,0.21,0.23
06:35,3.2,0.0,0.25,0.0,0.0,0.21,0.23
