Timebands,TTV,Digi 24,Antena 3 CNN,B1TV,EuroNews,Realitatea Plus,Romania TV
02:00 - 02:15,7.43,0.0,0.43,0.0,0.0,0.0,0.1
02:15 - 02:30,7.29,0.0,0.43,0.0,0.01,0.0,0.09
02:30 - 02:45,6.67,0.0,0.32,0.0,0.0,0.0,0.05
02:45 - 03:00,6.03,0.0,0.19,0.01,0.0,0.0,0.0
03:00 - 03:15,5.01,0.0,0.26,0.0,0.0,0.0,0.0
03:15 - 03:30,4.46,0.0,0.19,0.0,0.0,0.0,0.0
03:30 - 03:45,4.29,0.0,0.19,0.0,0.0,0.0,0.0
03:45 - 04:00,4.01,0.0,0.19,0.0,0.0,0.0,0.0
04:00 - 04:15,3.61,0.0,0.06,0.0,0.0,0.01,0.0
04:15 - 04:30,3.17,0.0,0.0,0.0,0.0,0.0,0.0
04:30 - 04:45,2.9,0.0,0.04,0.0,0.0,0.0,0.0
04:45 - 05:00,3.16,0.0,0.02,0.0,0.0,0.0,0.0
05:00 - 05:15,2.92,0.0,0.0,0.0,0.0,0.0,0.0
05:15 - 05:30,2.9,0.0,0.01,0.06,0.0,0.01,0.09
05:30 - 05:45,2.83,0.01,0.03,0.08,0.0,0.02,0.02
05:45 - 06:00,3.19,0.0,0.19,0.08,0.0,0.09,0.06
06:00 - 06:15,3.66,0.0,0.39,0.11,0.0,0.08,0.11
06:15 - 06:30,4.34,0.1,0.47,0.04,0.0,0.09,0.19
06:30 - 06:45,5.55,0.38,0.59,0.0,0.0,0.09,0.22
06:45 - 07:00,6.66,0.43,0.37,0.0,0.0,0.08,0.4
07:00 - 07:15,7.86,0.36,0.5,0.0,0.0,0.09,0.42
07:15 - 07:30,8.08,0.14,0.52,0.0,0.0,0.06,0.45
07:30 - 07:45,8.46,0.17,0.54,0.01,0.08,0.01,0.38
07:45 - 08:00,9.97,0.19,0.43,0.0,0.19,0.0,0.49
08:00 - 08:15,11.37,0.62,0.46,0.01,0.01,0.04,0.69
08:15 - 08:30,11.89,0.64,0.31,0.06,0.0,0.0,0.92
08:30 - 08:45,12.26,0.31,0.75,0.09,0.0,0.0,0.46
08:45 - 09:00,12.66,0.27,0.64,0.08,0.0,0.01,0.31
09:00 - 09:15,12.67,0.2,0.34,0.08,0.0,0.08,0.39
09:15 - 09:30,12.81,0.41,0.34,0.08,0.0,0.11,0.52
09:30 - 09:45,13.87,0.36,0.5,0.01,0.0,0.09,0.75
09:45 - 10:00,13.66,0.25,0.49,0.02,0.0,0.19,0.88
10:00 - 10:15,13.0,0.28,0.31,0.01,0.04,0.18,1.06
10:15 - 10:30,11.92,0.22,0.31,0.0,0.01,0.16,0.96
10:30 - 10:45,11.66,0.27,0.24,0.0,0.0,0.08,0.64
10:45 - 11:00,11.49,0.56,0.27,0.0,0.0,0.18,0.63
11:00 - 11:15,11.58,0.55,0.28,0.0,0.0,0.22,0.64
11:15 - 11:30,11.21,0.37,0.33,0.0,0.0,0.22,0.89
11:30 - 11:45,10.68,0.28,0.17,0.0,0.0,0.22,1.06
11:45 - 12:00,10.72,0.41,0.06,0.0,0.0,0.33,0.79
12:00 - 12:15,11.99,0.53,0.15,0.05,0.0,0.38,0.98
12:15 - 12:30,12.53,0.47,0.25,0.02,0.0,0.27,1.31
12:30 - 12:45,12.94,0.32,0.32,0.01,0.0,0.18,1.36
12:45 - 13:00,13.14,0.32,0.29,0.0,0.0,0.16,1.21
13:00 - 13:15,13.43,0.52,0.22,0.07,0.0,0.15,1.59
13:15 - 13:30,13.63,0.41,0.08,0.08,0.0,0.11,1.31
13:30 - 13:45,13.18,0.6,0.04,0.04,0.01,0.08,0.87
13:45 - 14:00,13.54,0.55,0.03,0.0,0.0,0.08,0.86
14:00 - 14:15,13.97,0.4,0.49,0.01,0.0,0.1,1.24
14:15 - 14:30,13.76,0.17,0.46,0.01,0.0,0.09,1.44
14:30 - 14:45,14.23,0.03,0.22,0.0,0.0,0.13,1.57
14:45 - 15:00,14.8,0.35,0.04,0.0,0.0,0.19,0.95
15:00 - 15:15,14.88,0.29,0.19,0.23,0.0,0.27,0.98
15:15 - 15:30,15.19,0.3,0.2,0.29,0.0,0.25,1.0
15:30 - 15:45,15.13,0.44,0.15,0.12,0.0,0.22,1.16
15:45 - 16:00,16.4,0.62,0.55,0.01,0.0,0.46,0.71
16:00 - 16:15,17.76,0.7,1.01,0.11,0.0,0.67,0.78
16:15 - 16:30,17.87,0.62,1.03,0.13,0.01,0.69,0.89
16:30 - 16:45,17.72,0.61,0.55,0.03,0.0,0.69,0.97
16:45 - 17:00,17.64,0.43,0.37,0.01,0.01,0.66,0.63
17:00 - 17:15,18.76,0.33,0.35,0.1,0.0,0.53,0.77
17:15 - 17:30,19.2,0.22,0.54,0.07,0.0,0.5,0.67
17:30 - 17:45,19.44,0.23,0.34,0.03,0.0,0.54,0.85
17:45 - 18:00,20.32,0.24,0.39,0.01,0.0,0.6,0.69
18:00 - 18:15,21.1,0.22,0.59,0.13,0.0,0.64,0.86
18:15 - 18:30,22.08,0.15,0.57,0.05,0.0,0.77,0.97
18:30 - 18:45,22.85,0.32,0.83,0.15,0.0,0.84,0.92
18:45 - 19:00,23.69,0.31,1.06,0.08,0.0,0.74,1.15
19:00 - 19:15,26.12,0.57,1.17,0.06,0.0,0.27,1.48
19:15 - 19:30,27.75,0.6,1.04,0.04,0.0,0.38,1.11
19:30 - 19:45,28.43,0.74,0.95,0.12,0.02,0.52,1.31
19:45 - 20:00,28.46,0.61,1.21,0.15,0.0,0.38,1.09
20:00 - 20:15,29.66,0.72,1.21,0.04,0.0,0.35,1.28
20:15 - 20:30,30.17,0.5,1.19,0.14,0.0,0.32,1.18
20:30 - 20:45,31.05,0.25,1.22,0.08,0.0,0.25,1.0
20:45 - 21:00,32.0,0.33,1.15,0.03,0.11,0.23,0.88
21:00 - 21:15,32.15,0.43,0.88,0.2,0.02,0.35,0.94
21:15 - 21:30,31.83,0.34,1.07,0.31,0.0,0.21,1.08
21:30 - 21:45,31.08,0.35,1.06,0.04,0.0,0.15,1.24
