Timebands,TTV,Digi 24,Antena 3 CNN,B1TV,EuroNews,Realitatea Plus,Romania TV
02:00 - 02:15,7.59,0.4,0.23,0.08,0.0,0.0,0.47
02:15 - 02:30,6.33,0.19,0.11,0.01,0.0,0.0,0.59
02:30 - 02:45,5.49,0.15,0.25,0.02,0.0,0.0,0.28
02:45 - 03:00,4.81,0.14,0.25,0.0,0.0,0.0,0.27
03:00 - 03:15,4.15,0.04,0.25,0.0,0.04,0.0,0.27
03:15 - 03:30,3.65,0.0,0.25,0.0,0.11,0.0,0.27
03:30 - 03:45,3.53,0.0,0.25,0.0,0.04,0.0,0.27
03:45 - 04:00,3.35,0.0,0.21,0.0,0.0,0.0,0.27
04:00 - 04:15,2.99,0.0,0.0,0.0,0.0,0.01,0.27
04:15 - 04:30,3.02,0.0,0.01,0.0,0.0,0.0,0.27
04:30 - 04:45,2.97,0.0,0.02,0.0,0.0,0.0,0.15
04:45 - 05:00,3.2,0.01,0.11,0.13,0.0,0.0,0.14
05:00 - 05:15,2.9,0.0,0.04,0.19,0.0,0.0,0.19
05:15 - 05:30,2.47,0.0,0.0,0.14,0.0,0.0,0.19
05:30 - 05:45,2.5,0.0,0.01,0.04,0.0,0.0,0.12
05:45 - 06:00,2.71,0.0,0.11,0.0,0.0,0.0,0.03
06:00 - 06:15,2.97,0.07,0.17,0.0,0.0,0.0,0.15
06:15 - 06:30,3.56,0.12,0.17,0.01,0.01,0.01,0.13
06:30 - 06:45,4.3,0.12,0.28,0.0,0.0,0.0,0.13
06:45 - 07:00,4.98,0.11,0.53,0.0,0.01,0.0,0.0
07:00 - 07:15,6.02,0.08,0.38,0.0,0.0,0.0,0.0
07:15 - 07:30,6.83,0.09,0.39,0.0,0.0,0.0,0.0
07:30 - 07:45,7.13,0.08,0.52,0.13,0.0,0.11,0.0
07:45 - 08:00,8.27,0.01,0.57,0.2,0.0,0.0,0.05
08:00 - 08:15,11.18,0.03,0.6,0.21,0.0,0.01,0.78
08:15 - 08:30,12.84,0.18,1.08,0.21,0.05,0.01,0.79
08:30 - 08:45,13.16,0.3,1.29,0.32,0.02,0.07,0.47
08:45 - 09:00,12.68,0.32,1.03,0.3,0.0,0.04,0.44
09:00 - 09:15,13.7,0.32,0.87,0.42,0.0,0.0,0.5
09:15 - 09:30,13.85,0.39,0.5,0.35,0.0,0.04,0.7
09:30 - 09:45,14.57,0.31,0.63,0.34,0.02,0.16,0.68
09:45 - 10:00,14.31,0.36,1.08,0.26,0.0,0.16,0.41
10:00 - 10:15,14.22,0.24,0.65,0.27,0.0,0.2,0.96
10:15 - 10:30,14.15,0.2,0.51,0.2,0.0,0.25,1.02
10:30 - 10:45,13.8,0.32,0.18,0.13,0.02,0.26,1.12
10:45 - 11:00,13.32,0.0,0.15,0.0,0.0,0.25,0.98
11:00 - 11:15,12.95,0.09,0.44,0.0,0.0,0.32,1.08
11:15 - 11:30,12.47,0.19,0.31,0.0,0.0,0.48,1.1
11:30 - 11:45,12.34,0.27,0.5,0.0,0.0,0.15,1.1
11:45 - 12:00,12.76,0.4,0.46,0.0,0.0,0.14,0.94
12:00 - 12:15,12.72,0.43,0.24,0.0,0.0,0.14,1.25
12:15 - 12:30,12.68,0.35,0.25,0.0,0.0,0.14,1.38
12:30 - 12:45,12.16,0.02,0.36,0.0,0.0,0.05,1.38
12:45 - 13:00,11.61,0.03,0.55,0.0,0.0,0.08,1.16
13:00 - 13:15,11.74,0.16,1.11,0.0,0.0,0.0,0.88
13:15 - 13:30,12.12,0.2,1.12,0.0,0.0,0.0,0.78
13:30 - 13:45,12.26,0.23,0.76,0.02,0.0,0.03,0.91
13:45 - 14:00,12.45,0.25,0.62,0.0,0.0,0.02,1.03
14:00 - 14:15,13.12,0.58,0.57,0.0,0.0,0.08,1.43
14:15 - 14:30,13.99,0.73,0.7,0.0,0.0,0.1,1.49
14:30 - 14:45,14.38,0.69,0.97,0.01,0.0,0.26,1.2
14:45 - 15:00,13.84,0.69,0.91,0.0,0.01,0.2,1.14
15:00 - 15:15,13.91,0.82,0.63,0.0,0.0,0.38,1.02
15:15 - 15:30,14.13,0.7,0.6,0.0,0.0,0.33,0.93
15:30 - 15:45,14.16,0.71,0.57,0.0,0.0,0.35,0.93
15:45 - 16:00,14.58,0.57,0.45,0.06,0.0,0.4,1.03
16:00 - 16:15,14.89,0.48,0.59,0.08,0.0,0.32,1.2
16:15 - 16:30,15.12,0.42,0.47,0.11,0.0,0.23,1.29
16:30 - 16:45,15.54,0.39,0.25,0.06,0.0,0.14,0.8
16:45 - 17:00,16.66,0.35,0.27,0.07,0.0,0.14,0.68
17:00 - 17:15,16.93,0.35,0.36,0.0,0.0,0.16,0.75
17:15 - 17:30,17.66,0.37,0.26,0.0,0.0,0.16,0.81
17:30 - 17:45,18.43,0.5,0.2,0.06,0.0,0.14,0.87
17:45 - 18:00,19.07,0.23,0.18,0.01,0.12,0.14,0.8
18:00 - 18:15,20.99,0.42,0.28,0.0,0.17,0.11,0.95
18:15 - 18:30,21.59,0.52,0.24,0.09,0.06,0.08,0.97
18:30 - 18:45,22.66,0.48,0.56,0.02,0.09,0.19,0.95
18:45 - 19:00,22.65,0.33,0.55,0.11,0.02,0.14,0.79
19:00 - 19:15,23.81,0.31,0.52,0.08,0.0,0.16,0.89
19:15 - 19:30,25.29,0.32,0.53,0.32,0.0,0.01,0.93
19:30 - 19:45,25.67,0.33,0.65,0.56,0.02,0.03,0.72
19:45 - 20:00,26.03,0.42,0.71,0.36,0.11,0.16,0.59
20:00 - 20:15,26.01,0.54,0.62,0.18,0.16,0.22,0.72
20:15 - 20:30,26.15,0.65,0.66,0.16,0.11,0.38,0.66
20:30 - 20:45,27.42,0.61,0.82,0.22,0.08,0.22,0.87
20:45 - 21:00,28.1,0.58,0.68,0.16,0.08,0.32,0.58
21:00 - 21:15,29.2,0.45,0.7,0.02,0.1,0.25,0.57
21:15 - 21:30,29.18,0.53,0.86,0.06,0.09,0.27,0.73
21:30 - 21:45,29.01,0.2,0.8,0.07,0.07,0.13,0.79
21:45 - 22:00,29.22,0.17,0.57,0.03,0.07,0.08,0.76
22:00 - 22:15,28.64,0.23,0.73,0.01,0.08,0.01,0.69
22:15 - 22:30,27.43,0.36,0.6,0.04,0.08,0.01,0.78
22:30 - 22:45,26.1,0.23,0.83,0.0,0.08,0.17,0.89
22:45 - 23:00,24.82,0.45,0.51,0.03,0.08,0.18,0.84
23:00 - 23:15,23.32,0.7,0.22,0.02,0.08,0.14,1.4
23:15 - 23:30,20.9,0.87,0.41,0.01,0.08,0.09,1.3
23:30 - 23:45,20.13,0.72,0.43,0.09,0.08,0.07,1.28
23:45 - 24:00,18.47,0.69,0.22,0.12,0.01,0.07,1.07
24:00 - 24:15,16.55,0.63,0.15,0.04,0.0,0.07,1.11
24:15 - 24:30,14.79,0.49,0.1,0.0,0.0,0.07,1.18
