Timebands,TTV,Digi 24,Antena 3 CNN,B1TV,EuroNews,Realitatea Plus,Romania TV
02:00 - 02:15,6.08,0.09,0.31,0.02,0.0,0.0,0.12
02:15 - 02:30,5.09,0.09,0.07,0.01,0.0,0.0,0.12
02:30 - 02:45,4.15,0.14,0.04,0.0,0.0,0.0,0.12
02:45 - 03:00,3.53,0.17,0.07,0.0,0.0,0.0,0.02
03:00 - 03:15,2.96,0.14,0.03,0.0,0.0,0.0,0.0
03:15 - 03:30,2.84,0.2,0.01,0.01,0.0,0.0,0.0
03:30 - 03:45,2.9,0.17,0.04,0.0,0.0,0.04,0.0
03:45 - 04:00,2.87,0.09,0.01,0.0,0.0,0.0,0.0
04:00 - 04:15,2.59,0.11,0.0,0.0,0.0,0.0,0.0
04:15 - 04:30,2.26,0.17,0.0,0.0,0.0,0.0,0.0
04:30 - 04:45,2.3,0.09,0.0,0.0,0.0,0.0,0.0
04:45 - 05:00,2.29,0.09,0.0,0.0,0.0,0.0,0.0
05:00 - 05:15,2.19,0.09,0.0,0.0,0.0,0.0,0.16
05:15 - 05:30,2.34,0.09,0.0,0.02,0.0,0.0,0.22
05:30 - 05:45,2.77,0.12,0.0,0.06,0.0,0.0,0.22
05:45 - 06:00,3.16,0.2,0.0,0.0,0.0,0.0,0.22
06:00 - 06:15,3.79,0.23,0.03,0.0,0.0,0.01,0.22
06:15 - 06:30,4.58,0.18,0.07,0.0,0.1,0.0,0.22
06:30 - 06:45,5.06,0.23,0.2,0.0,0.16,0.0,0.22
06:45 - 07:00,6.49,0.17,0.2,0.0,0.16,0.0,0.22
07:00 - 07:15,7.38,0.0,0.2,0.0,0.16,0.0,0.22
07:15 - 07:30,7.61,0.1,0.32,0.0,0.16,0.01,0.33
07:30 - 07:45,8.17,0.15,0.4,0.02,0.2,0.08,0.26
07:45 - 08:00,8.2,0.03,0.29,0.07,0.17,0.0,0.23
08:00 - 08:15,8.56,0.18,0.06,0.03,0.11,0.0,0.19
08:15 - 08:30,8.76,0.11,0.0,0.0,0.04,0.0,0.54
08:30 - 08:45,8.21,0.13,0.08,0.0,0.0,0.0,0.41
08:45 - 09:00,7.86,0.03,0.29,0.0,0.0,0.01,0.32
09:00 - 09:15,7.72,0.2,0.16,0.0,0.0,0.03,0.45
09:15 - 09:30,8.18,0.24,0.2,0.0,0.0,0.0,0.51
09:30 - 09:45,8.73,0.1,0.17,0.0,0.0,0.0,0.61
09:45 - 10:00,8.93,0.09,0.1,0.0,0.0,0.0,0.44
10:00 - 10:15,8.85,0.07,0.08,0.0,0.0,0.02,0.36
10:15 - 10:30,9.46,0.05,0.2,0.05,0.0,0.13,0.57
10:30 - 10:45,9.01,0.01,0.2,0.07,0.0,0.09,0.42
10:45 - 11:00,8.55,0.08,0.29,0.07,0.02,0.01,0.4
11:00 - 11:15,8.33,0.16,0.36,0.0,0.0,0.12,0.33
11:15 - 11:30,8.72,0.35,0.37,0.0,0.0,0.17,0.31
11:30 - 11:45,8.44,0.42,0.38,0.0,0.0,0.17,0.44
11:45 - 12:00,8.1,0.4,0.41,0.0,0.0,0.1,0.22
12:00 - 12:15,8.73,0.31,0.22,0.01,0.0,0.3,0.6
12:15 - 12:30,9.46,0.36,0.22,0.02,0.0,0.5,0.68
12:30 - 12:45,9.96,0.49,0.33,0.01,0.0,0.48,0.53
12:45 - 13:00,9.13,0.28,0.15,0.0,0.0,0.37,0.42
13:00 - 13:15,9.02,0.21,0.08,0.01,0.0,0.37,0.23
13:15 - 13:30,9.22,0.15,0.08,0.05,0.0,0.37,0.29
13:30 - 13:45,9.28,0.1,0.04,0.13,0.01,0.44,0.39
13:45 - 14:00,9.4,0.07,0.06,0.13,0.0,0.31,0.47
14:00 - 14:15,9.82,0.21,0.11,0.13,0.0,0.33,0.78
14:15 - 14:30,10.25,0.2,0.03,0.11,0.0,0.32,1.1
14:30 - 14:45,9.88,0.12,0.14,0.0,0.0,0.16,0.67
14:45 - 15:00,10.92,0.14,0.26,0.0,0.07,0.07,0.65
15:00 - 15:15,11.17,0.17,0.35,0.0,0.04,0.31,0.59
15:15 - 15:30,10.99,0.25,0.37,0.08,0.0,0.33,0.76
15:30 - 15:45,10.72,0.24,0.3,0.05,0.02,0.39,0.88
15:45 - 16:00,10.68,0.25,0.48,0.06,0.0,0.52,0.71
16:00 - 16:15,11.33,0.29,0.56,0.01,0.0,0.52,0.79
16:15 - 16:30,11.69,0.31,0.48,0.01,0.0,0.52,0.86
16:30 - 16:45,11.81,0.41,0.35,0.01,0.0,0.46,0.72
16:45 - 17:00,12.63,0.71,0.24,0.01,0.0,0.4,0.62
