Timebands,TTV,Digi 24,Antena 3 CNN,B1TV,EuroNews,Realitatea Plus,Romania TV
02:00 - 02:15,5.36,0.19,0.0,0.0,0.0,0.0,0.11
02:15 - 02:30,5.09,0.3,0.02,0.0,0.0,0.0,0.11
02:30 - 02:45,4.69,0.22,0.01,0.0,0.0,0.0,0.17
02:45 - 03:00,4.42,0.19,0.0,0.0,0.0,0.0,0.23
03:00 - 03:15,3.94,0.15,0.04,0.0,0.0,0.0,0.23
03:15 - 03:30,3.62,0.19,0.0,0.0,0.0,0.0,0.23
03:30 - 03:45,3.44,0.19,0.0,0.0,0.0,0.0,0.23
03:45 - 04:00,3.45,0.21,0.03,0.0,0.0,0.0,0.23
04:00 - 04:15,3.14,0.25,0.0,0.01,0.0,0.0,0.25
04:15 - 04:30,3.16,0.19,0.0,0.02,0.0,0.0,0.29
04:30 - 04:45,3.22,0.28,0.0,0.0,0.0,0.0,0.2
04:45 - 05:00,3.18,0.21,0.03,0.07,0.0,0.0,0.11
05:00 - 05:15,3.19,0.27,0.0,0.05,0.0,0.0,0.12
05:15 - 05:30,3.13,0.3,0.04,0.0,0.0,0.0,0.11
05:30 - 05:45,3.27,0.23,0.13,0.0,0.03,0.0,0.29
05:45 - 06:00,4.08,0.22,0.26,0.0,0.0,0.05,0.35
06:00 - 06:15,5.38,0.2,0.21,0.0,0.0,0.0,0.39
06:15 - 06:30,5.61,0.0,0.18,0.0,0.0,0.0,0.59
06:30 - 06:45,6.54,0.0,0.06,0.0,0.0,0.0,0.68
06:45 - 07:00,7.19,0.08,0.2,0.0,0.0,0.0,0.49
07:00 - 07:15,8.8,0.12,0.02,0.0,0.0,0.0,0.82
07:15 - 07:30,10.2,0.2,0.0,0.0,0.0,0.0,0.69
07:30 - 07:45,9.93,0.19,0.09,0.0,0.06,0.02,0.78
07:45 - 08:00,9.6,0.25,0.18,0.0,0.05,0.0,0.39
08:00 - 08:15,10.07,0.29,0.1,0.0,0.01,0.0,0.26
08:15 - 08:30,10.67,0.25,0.19,0.04,0.0,0.0,0.32
08:30 - 08:45,10.57,0.19,0.28,0.0,0.0,0.0,0.32
08:45 - 09:00,10.59,0.26,0.26,0.0,0.02,0.02,0.28
09:00 - 09:15,10.34,0.25,0.27,0.0,0.05,0.09,0.54
