Timebands,TTV,Digi 24,Antena 3 CNN,B1TV,EuroNews,Realitatea Plus,Romania TV
02:00 - 02:15,5.65,0.19,0.27,0.1,0.0,0.11,0.39
02:15 - 02:30,5.27,0.16,0.27,0.1,0.0,0.11,0.34
02:30 - 02:45,4.99,0.09,0.27,0.1,0.0,0.07,0.39
02:45 - 03:00,4.7,0.09,0.27,0.1,0.0,0.0,0.37
03:00 - 03:15,4.31,0.09,0.27,0.01,0.0,0.0,0.37
03:15 - 03:30,4.02,0.09,0.24,0.0,0.0,0.0,0.39
03:30 - 03:45,3.67,0.09,0.26,0.0,0.0,0.0,0.4
03:45 - 04:00,3.59,0.05,0.29,0.01,0.0,0.0,0.35
04:00 - 04:15,3.11,0.05,0.26,0.0,0.0,0.0,0.34
04:15 - 04:30,2.6,0.07,0.09,0.02,0.0,0.0,0.28
04:30 - 04:45,2.54,0.0,0.02,0.09,0.0,0.0,0.25
04:45 - 05:00,2.62,0.05,0.04,0.04,0.0,0.02,0.25
05:00 - 05:15,2.7,0.13,0.08,0.0,0.0,0.0,0.2
05:15 - 05:30,2.71,0.04,0.07,0.02,0.0,0.03,0.13
05:30 - 05:45,3.61,0.35,0.02,0.02,0.0,0.01,0.12
05:45 - 06:00,4.45,0.36,0.11,0.02,0.0,0.0,0.12
06:00 - 06:15,4.97,0.25,0.14,0.0,0.0,0.0,0.12
06:15 - 06:30,5.05,0.28,0.07,0.0,0.01,0.03,0.13
06:30 - 06:45,5.86,0.03,0.09,0.0,0.03,0.0,0.49
06:45 - 07:00,6.96,0.01,0.19,0.0,0.17,0.0,0.67
07:00 - 07:15,8.01,0.0,0.22,0.08,0.11,0.01,0.67
07:15 - 07:30,8.4,0.08,0.18,0.11,0.0,0.0,0.75
07:30 - 07:45,8.35,0.24,0.22,0.01,0.0,0.0,0.58
07:45 - 08:00,8.47,0.08,0.18,0.06,0.0,0.0,0.36
08:00 - 08:15,9.53,0.0,0.21,0.02,0.0,0.0,0.76
08:15 - 08:30,10.14,0.0,0.22,0.0,0.01,0.0,1.07
08:30 - 08:45,10.44,0.0,0.3,0.0,0.04,0.02,0.75
08:45 - 09:00,9.86,0.0,0.18,0.0,0.04,0.0,0.44
09:00 - 09:15,9.84,0.03,0.02,0.0,0.08,0.04,0.33
09:15 - 09:30,9.84,0.16,0.0,0.0,0.01,0.0,0.3
09:30 - 09:45,9.92,0.12,0.0,0.0,0.0,0.0,0.29
09:45 - 10:00,9.64,0.1,0.09,0.0,0.0,0.0,0.34
10:00 - 10:15,9.25,0.09,0.15,0.0,0.0,0.0,0.36
10:15 - 10:30,9.12,0.16,0.23,0.0,0.0,0.01,0.61
10:30 - 10:45,9.3,0.21,0.23,0.0,0.0,0.06,0.76
10:45 - 11:00,9.48,0.17,0.22,0.0,0.0,0.0,0.57
11:00 - 11:15,9.64,0.18,0.26,0.0,0.0,0.08,0.87
11:15 - 11:30,9.28,0.19,0.14,0.0,0.0,0.26,0.7
11:30 - 11:45,8.49,0.01,0.28,0.0,0.0,0.17,0.38
11:45 - 12:00,8.26,0.07,0.45,0.0,0.0,0.01,0.42
12:00 - 12:15,8.31,0.11,0.18,0.0,0.0,0.06,0.71
12:15 - 12:30,8.88,0.04,0.16,0.01,0.0,0.17,0.59
12:30 - 12:45,8.92,0.03,0.12,0.0,0.0,0.31,0.4
12:45 - 13:00,9.23,0.06,0.2,0.0,0.0,0.16,0.41
13:00 - 13:15,9.62,0.08,0.13,0.0,0.0,0.16,0.39
13:15 - 13:30,9.25,0.08,0.23,0.0,0.0,0.16,0.55
13:30 - 13:45,9.39,0.17,0.31,0.0,0.01,0.21,0.39
13:45 - 14:00,9.85,0.09,0.46,0.0,0.0,0.25,0.4
14:00 - 14:15,9.63,0.08,0.39,0.02,0.0,0.18,0.66
14:15 - 14:30,9.94,0.08,0.44,0.0,0.0,0.2,0.7
14:30 - 14:45,9.69,0.08,0.69,0.0,0.0,0.15,0.49
14:45 - 15:00,10.08,0.08,0.6,0.0,0.01,0.11,0.29
15:00 - 15:15,10.63,0.12,0.55,0.0,0.0,0.11,0.3
15:15 - 15:30,10.6,0.15,0.53,0.0,0.0,0.11,0.33
15:30 - 15:45,11.23,0.36,0.48,0.01,0.0,0.15,0.3
15:45 - 16:00,10.61,0.27,0.5,0.0,0.0,0.11,0.28
16:00 - 16:15,10.67,0.4,0.51,0.0,0.0,0.11,0.27
16:15 - 16:30,10.87,0.27,0.71,0.0,0.0,0.11,0.32
16:30 - 16:45,11.64,0.02,0.68,0.0,0.0,0.11,0.38
16:45 - 17:00,11.82,0.01,0.57,0.0,0.0,0.21,0.37
17:00 - 17:15,12.18,0.04,0.5,0.0,0.0,0.14,0.23
17:15 - 17:30,13.48,0.1,0.32,0.01,0.0,0.13,0.21
17:30 - 17:45,14.29,0.02,0.45,0.01,0.0,0.18,0.26
17:45 - 18:00,14.51,0.0,0.29,0.0,0.01,0.13,0.41
18:00 - 18:15,15.98,0.01,0.46,0.0,0.01,0.14,0.7
18:15 - 18:30,17.71,0.1,0.57,0.11,0.0,0.22,0.61
18:30 - 18:45,19.92,0.1,0.42,0.14,0.0,0.28,0.46
18:45 - 19:00,21.58,0.1,0.3,0.15,0.01,0.66,0.5
19:00 - 19:15,24.66,0.04,0.66,0.03,0.0,0.82,0.84
19:15 - 19:30,26.3,0.05,0.94,0.04,0.0,0.63,0.79
19:30 - 19:45,27.93,0.09,0.75,0.08,0.0,0.46,1.07
19:45 - 20:00,28.66,0.21,0.58,0.03,0.0,0.44,1.2
20:00 - 20:15,29.92,0.33,0.83,0.05,0.28,0.34,0.83
20:15 - 20:30,30.88,0.55,0.85,0.01,0.26,0.36,0.52
20:30 - 20:45,33.1,0.58,0.75,0.09,0.01,0.3,0.48
20:45 - 21:00,34.19,0.63,0.71,0.17,0.0,0.23,0.57
21:00 - 21:15,35.43,0.76,0.95,0.13,0.0,0.35,0.83
21:15 - 21:30,34.71,0.62,0.88,0.07,0.0,0.5,1.04
21:30 - 21:45,34.98,0.34,0.81,0.03,0.0,0.45,1.11
21:45 - 22:00,34.28,0.53,1.3,0.02,0.01,0.27,0.62
22:00 - 22:15,33.59,0.45,1.01,0.05,0.0,0.25,0.61
22:15 - 22:30,31.72,0.67,0.89,0.08,0.0,0.21,0.55
22:30 - 22:45,30.49,0.43,0.94,0.04,0.04,0.21,0.68
22:45 - 23:00,27.51,0.34,0.68,0.03,0.02,0.03,0.95
23:00 - 23:15,25.93,0.34,0.69,0.0,0.0,0.01,0.79
23:15 - 23:30,23.58,0.32,0.64,0.0,0.0,0.06,0.6
23:30 - 23:45,22.04,0.38,0.67,0.0,0.0,0.08,0.63
23:45 - 24:00,20.01,0.48,0.54,0.07,0.01,0.08,0.76
24:00 - 24:15,16.06,0.31,0.6,0.1,0.0,0.08,0.72
24:15 - 24:30,12.67,0.35,0.6,0.11,0.0,0.04,0.64
24:30 - 24:45,10.94,0.41,0.43,0.13,0.05,0.07,0.48
24:45 - 25:00,9.29,0.33,0.33,0.1,0.0,0.11,0.35
25:00 - 25:15,8.39,0.21,0.3,0.1,0.0,0.0,0.34
25:15 - 25:30,8.03,0.2,0.3,0.1,0.0,0.0,0.36
25:30 - 25:45,7.35,0.2,0.25,0.1,0.0,0.0,0.34
25:45 - 26:00,6.78,0.2,0.25,0.1,0.0,0.0,0.34
Whole day,13.21,0.18,0.39,0.03,0.01,0.13,0.5
06:00,4.85,0.25,0.11,0.0,0.0,0.0,0.12
06:01,4.87,0.25,0.11,0.0,0.0,0.0,0.12
06:02,4.87,0.25,0.11,0.0,0.0,0.0,0.12
06:03,4.87,0.25,0.11,0.0,0.0,0.0,0.12
06:04,4.94,0.25,0.11,0.0,0.0,0.0,0.12
06:05,5.12,0.25,0.29,0.0,0.0,0.0,0.12
06:06,5.12,0.25,0.29,0.0,0.0,0.0,0.12
06:07,5.18,0.25,0.29,0.0,0.0,0.0,0.12
06:08,5.27,0.25,0.11,0.0,0.0,0.0,0.12
06:09,4.97,0.25,0.11,0.0,0.0,0.0,0.12
06:10,4.97,0.25,0.11,0.0,0.0,0.0,0.12
06:11,4.97,0.25,0.11,0.0,0.0,0.0,0.12
06:12,4.8,0.25,0.11,0.0,0.0,0.0,0.12
06:13,4.8,0.25,0.11,0.0,0.0,0.0,0.12
06:14,4.9,0.25,0.11,0.0,0.0,0.0,0.12
06:15,4.9,0.25,0.11,0.0,0.0,0.0,0.12
