Timebands,TTV,Digi 24,Antena 3 CNN,B1TV,EuroNews,Realitatea Plus,Romania TV
02:00 - 02:15,4.75,0.0,0.24,0.0,0.0,0.0,0.11
02:15 - 02:30,3.85,0.0,0.24,0.0,0.0,0.0,0.11
02:30 - 02:45,3.86,0.0,0.31,0.0,0.0,0.0,0.11
02:45 - 03:00,3.49,0.0,0.36,0.01,0.0,0.01,0.11
03:00 - 03:15,3.24,0.0,0.36,0.0,0.0,0.0,0.11
03:15 - 03:30,2.96,0.0,0.36,0.0,0.0,0.0,0.11
03:30 - 03:45,2.88,0.0,0.37,0.0,0.0,0.0,0.11
03:45 - 04:00,2.43,0.0,0.31,0.0,0.0,0.0,0.11
04:00 - 04:15,2.12,0.0,0.12,0.0,0.0,0.0,0.11
04:15 - 04:30,2.19,0.0,0.12,0.0,0.0,0.0,0.11
04:30 - 04:45,2.41,0.01,0.15,0.0,0.0,0.0,0.11
04:45 - 05:00,2.69,0.0,0.28,0.0,0.06,0.0,0.14
05:00 - 05:15,3.06,0.0,0.46,0.0,0.0,0.0,0.23
05:15 - 05:30,3.19,0.0,0.46,0.0,0.0,0.0,0.23
05:30 - 05:45,3.29,0.09,0.46,0.0,0.0,0.01,0.11
05:45 - 06:00,4.04,0.35,0.39,0.0,0.01,0.0,0.11
06:00 - 06:15,4.91,0.49,0.45,0.0,0.0,0.0,0.11
06:15 - 06:30,6.09,0.34,0.42,0.0,0.0,0.0,0.3
06:30 - 06:45,5.93,0.19,0.44,0.0,0.0,0.01,0.32
06:45 - 07:00,6.17,0.29,0.42,0.0,0.0,0.0,0.32
07:00 - 07:15,7.15,0.18,0.36,0.01,0.0,0.0,0.58
07:15 - 07:30,8.11,0.11,0.32,0.01,0.0,0.01,0.61
07:30 - 07:45,8.58,0.17,0.29,0.0,0.0,0.0,0.41
07:45 - 08:00,9.03,0.16,0.01,0.0,0.08,0.0,0.22
08:00 - 08:15,9.09,0.16,0.11,0.0,0.0,0.0,0.22
08:15 - 08:30,8.72,0.06,0.09,0.0,0.04,0.02,0.19
08:30 - 08:45,9.09,0.04,0.13,0.0,0.0,0.0,0.25
08:45 - 09:00,8.98,0.22,0.09,0.0,0.0,0.0,0.19
09:00 - 09:15,9.21,0.23,0.1,0.01,0.0,0.11,0.19
09:15 - 09:30,9.37,0.55,0.04,0.09,0.0,0.0,0.24
09:30 - 09:45,9.36,0.46,0.04,0.07,0.0,0.0,0.29
