Timebands,TTV,Digi 24,Antena 3 CNN,B1TV,EuroNews,Realitatea Plus,Romania TV
02:00 - 02:15,4.86,0.1,0.08,0.0,0.0,0.0,0.57
02:15 - 02:30,4.35,0.1,0.08,0.0,0.0,0.0,0.49
02:30 - 02:45,4.03,0.16,0.08,0.02,0.0,0.09,0.47
02:45 - 03:00,3.81,0.19,0.08,0.0,0.0,0.15,0.48
03:00 - 03:15,3.14,0.23,0.02,0.01,0.0,0.02,0.4
03:15 - 03:30,3.12,0.25,0.0,0.06,0.01,0.0,0.31
03:30 - 03:45,2.61,0.19,0.03,0.0,0.0,0.0,0.22
03:45 - 04:00,2.74,0.19,0.15,0.0,0.0,0.0,0.1
04:00 - 04:15,2.65,0.13,0.15,0.0,0.0,0.0,0.09
04:15 - 04:30,2.41,0.1,0.15,0.0,0.0,0.0,0.0
04:30 - 04:45,2.39,0.1,0.15,0.0,0.0,0.0,0.0
04:45 - 05:00,2.48,0.1,0.15,0.0,0.0,0.0,0.0
05:00 - 05:15,2.45,0.11,0.15,0.0,0.0,0.02,0.0
05:15 - 05:30,2.69,0.14,0.23,0.0,0.0,0.08,0.0
05:30 - 05:45,2.98,0.11,0.24,0.0,0.0,0.08,0.0
05:45 - 06:00,3.6,0.21,0.3,0.0,0.0,0.08,0.0
06:00 - 06:15,4.46,0.21,0.25,0.0,0.0,0.04,0.0
06:15 - 06:30,5.43,0.19,0.25,0.0,0.0,0.0,0.01
06:30 - 06:45,5.84,0.32,0.08,0.0,0.01,0.0,0.06
06:45 - 07:00,6.83,0.48,0.0,0.0,0.0,0.0,0.05
07:00 - 07:15,7.72,0.4,0.14,0.0,0.0,0.02,0.3
07:15 - 07:30,8.95,0.31,0.1,0.0,0.0,0.02,0.34
07:30 - 07:45,9.1,0.17,0.11,0.0,0.0,0.04,0.4
07:45 - 08:00,8.42,0.03,0.06,0.01,0.01,0.02,0.28
08:00 - 08:15,9.58,0.18,0.18,0.0,0.0,0.0,0.62
08:15 - 08:30,9.48,0.16,0.23,0.0,0.0,0.0,0.58
08:30 - 08:45,9.38,0.08,0.09,0.0,0.0,0.02,0.35
08:45 - 09:00,9.07,0.0,0.11,0.0,0.0,0.0,0.36
09:00 - 09:15,9.07,0.0,0.05,0.0,0.0,0.0,0.46
09:15 - 09:30,8.91,0.0,0.05,0.0,0.0,0.0,0.44
09:30 - 09:45,8.7,0.0,0.17,0.0,0.0,0.0,0.47
09:45 - 10:00,8.49,0.02,0.23,0.0,0.0,0.0,0.43
10:00 - 10:15,8.57,0.24,0.18,0.0,0.0,0.08,0.35
10:15 - 10:30,8.83,0.27,0.09,0.0,0.0,0.16,0.43
10:30 - 10:45,8.4,0.34,0.34,0.02,0.0,0.14,0.3
10:45 - 11:00,7.74,0.34,0.27,0.03,0.0,0.0,0.22
11:00 - 11:15,7.48,0.34,0.07,0.0,0.0,0.0,0.17
11:15 - 11:30,7.99,0.34,0.08,0.0,0.0,0.02,0.11
11:30 - 11:45,7.9,0.34,0.13,0.0,0.0,0.0,0.02
11:45 - 12:00,7.63,0.34,0.11,0.0,0.0,0.0,0.0
12:00 - 12:15,7.87,0.36,0.14,0.0,0.0,0.0,0.02
12:15 - 12:30,8.0,0.37,0.14,0.0,0.0,0.0,0.0
12:30 - 12:45,7.83,0.4,0.39,0.0,0.0,0.0,0.01
12:45 - 13:00,7.8,0.4,0.51,0.06,0.0,0.0,0.08
13:00 - 13:15,8.18,0.44,0.32,0.0,0.0,0.0,0.08
13:15 - 13:30,8.23,0.44,0.4,0.0,0.0,0.06,0.08
13:30 - 13:45,8.17,0.58,0.32,0.0,0.0,0.03,0.09
13:45 - 14:00,8.49,0.36,0.4,0.0,0.0,0.0,0.12
14:00 - 14:15,8.87,0.35,0.31,0.0,0.0,0.07,0.61
14:15 - 14:30,9.64,0.58,0.3,0.0,0.0,0.15,0.84
14:30 - 14:45,9.09,0.26,0.44,0.09,0.0,0.23,0.74
14:45 - 15:00,9.09,0.25,0.14,0.05,0.0,0.19,0.63
15:00 - 15:15,9.12,0.24,0.06,0.01,0.0,0.2,0.9
15:15 - 15:30,9.7,0.17,0.12,0.0,0.0,0.19,0.93
15:30 - 15:45,9.92,0.26,0.1,0.02,0.05,0.17,0.94
15:45 - 16:00,10.07,0.35,0.27,0.07,0.01,0.1,0.27
16:00 - 16:15,10.53,0.28,0.35,0.0,0.0,0.16,0.42
16:15 - 16:30,12.17,0.35,0.54,0.0,0.08,0.12,0.36
