Timebands,TTV,Digi 24,Antena 3 CNN,B1TV,EuroNews,Realitatea Plus,Romania TV
02:00 - 02:15,7.05,0.14,0.63,0.0,0.0,0.0,0.21
02:15 - 02:30,6.66,0.1,0.4,0.0,0.0,0.03,0.25
02:30 - 02:45,5.87,0.0,0.09,0.0,0.0,0.0,0.21
02:45 - 03:00,5.09,0.0,0.08,0.0,0.0,0.0,0.13
03:00 - 03:15,4.45,0.0,0.06,0.0,0.0,0.0,0.12
03:15 - 03:30,3.75,0.0,0.0,0.0,0.0,0.0,0.12
03:30 - 03:45,3.24,0.0,0.06,0.0,0.0,0.01,0.12
03:45 - 04:00,3.09,0.0,0.09,0.0,0.0,0.0,0.08
04:00 - 04:15,2.99,0.01,0.09,0.0,0.0,0.0,0.0
04:15 - 04:30,2.98,0.0,0.09,0.0,0.0,0.0,0.0
04:30 - 04:45,2.89,0.0,0.09,0.0,0.0,0.0,0.0
04:45 - 05:00,2.95,0.0,0.09,0.0,0.0,0.0,0.0
05:00 - 05:15,2.91,0.0,0.11,0.0,0.0,0.01,0.0
05:15 - 05:30,2.92,0.0,0.21,0.0,0.0,0.0,0.0
05:30 - 05:45,2.8,0.01,0.21,0.01,0.0,0.0,0.0
05:45 - 06:00,3.19,0.05,0.21,0.03,0.0,0.0,0.1
06:00 - 06:15,4.25,0.1,0.21,0.0,0.0,0.0,0.24
06:15 - 06:30,4.82,0.15,0.15,0.0,0.01,0.0,0.42
06:30 - 06:45,5.16,0.31,0.06,0.11,0.0,0.01,0.69
06:45 - 07:00,5.57,0.36,0.39,0.01,0.0,0.0,0.37
07:00 - 07:15,6.6,0.2,0.29,0.11,0.0,0.0,0.4
07:15 - 07:30,8.08,0.15,0.39,0.11,0.0,0.02,0.42
07:30 - 07:45,9.13,0.06,0.38,0.11,0.0,0.02,0.79
07:45 - 08:00,9.54,0.03,0.29,0.11,0.07,0.0,0.31
08:00 - 08:15,10.43,0.2,0.37,0.13,0.09,0.0,0.6
08:15 - 08:30,11.85,0.01,0.19,0.1,0.04,0.08,0.54
08:30 - 08:45,13.27,0.21,0.18,0.11,0.0,0.01,0.17
