Timebands,TTV,Digi 24,Antena 3 CNN,B1TV,EuroNews,Realitatea Plus,Romania TV
02:00 - 02:15,6.97,0.0,0.24,0.0,0.0,0.0,0.42
02:15 - 02:30,6.38,0.0,0.24,0.0,0.0,0.0,0.35
02:30 - 02:45,5.7,0.0,0.27,0.0,0.0,0.0,0.22
02:45 - 03:00,5.09,0.04,0.21,0.0,0.0,0.0,0.19
03:00 - 03:15,4.49,0.11,0.13,0.0,0.0,0.0,0.16
03:15 - 03:30,4.18,0.11,0.12,0.0,0.0,0.0,0.0
03:30 - 03:45,4.04,0.11,0.12,0.0,0.0,0.0,0.0
03:45 - 04:00,3.8,0.11,0.12,0.0,0.0,0.0,0.0
04:00 - 04:15,3.45,0.11,0.12,0.0,0.0,0.0,0.0
04:15 - 04:30,3.34,0.11,0.12,0.01,0.0,0.0,0.0
04:30 - 04:45,3.11,0.11,0.12,0.0,0.0,0.0,0.0
04:45 - 05:00,3.11,0.11,0.12,0.0,0.0,0.0,0.0
05:00 - 05:15,3.25,0.11,0.15,0.03,0.0,0.01,0.1
05:15 - 05:30,3.15,0.13,0.17,0.0,0.0,0.0,0.12
05:30 - 05:45,3.2,0.11,0.2,0.0,0.0,0.0,0.01
05:45 - 06:00,3.33,0.11,0.2,0.0,0.0,0.0,0.0
06:00 - 06:15,3.87,0.11,0.51,0.0,0.0,0.0,0.07
06:15 - 06:30,4.07,0.1,0.67,0.0,0.0,0.0,0.22
06:30 - 06:45,4.15,0.11,0.66,0.03,0.0,0.0,0.37
06:45 - 07:00,4.81,0.11,0.61,0.0,0.0,0.0,0.09
07:00 - 07:15,5.95,0.02,0.66,0.0,0.0,0.0,0.31
07:15 - 07:30,7.35,0.01,0.63,0.0,0.0,0.02,0.48
07:30 - 07:45,8.84,0.1,0.66,0.0,0.0,0.05,0.53
07:45 - 08:00,9.74,0.11,0.73,0.0,0.01,0.0,0.42
08:00 - 08:15,11.48,0.14,0.59,0.01,0.0,0.01,0.46
08:15 - 08:30,12.24,0.13,0.4,0.03,0.0,0.03,0.64
08:30 - 08:45,12.8,0.13,0.45,0.01,0.02,0.0,0.38
08:45 - 09:00,13.66,0.2,0.5,0.0,0.02,0.01,0.22
09:00 - 09:15,14.96,0.38,0.22,0.0,0.0,0.06,0.3
09:15 - 09:30,15.9,0.29,0.23,0.0,0.0,0.16,0.43
09:30 - 09:45,15.49,0.16,0.19,0.0,0.0,0.17,0.69
09:45 - 10:00,15.54,0.12,0.24,0.0,0.06,0.17,0.72
10:00 - 10:15,15.62,0.01,0.3,0.03,0.1,0.17,1.03
10:15 - 10:30,15.9,0.14,0.11,0.07,0.15,0.15,1.0
10:30 - 10:45,16.77,0.14,0.28,0.04,0.14,0.09,0.94
10:45 - 11:00,16.03,0.15,0.22,0.0,0.0,0.1,0.86
11:00 - 11:15,14.53,0.08,0.26,0.04,0.0,0.01,0.93
11:15 - 11:30,14.11,0.19,0.27,0.0,0.18,0.04,1.06
11:30 - 11:45,14.79,0.49,0.51,0.01,0.0,0.17,1.01
11:45 - 12:00,15.85,0.76,0.7,0.01,0.0,0.0,1.1
12:00 - 12:15,15.99,0.94,0.54,0.03,0.0,0.0,1.04
12:15 - 12:30,15.93,0.77,0.44,0.04,0.0,0.18,1.05
12:30 - 12:45,16.65,0.58,0.53,0.08,0.01,0.25,0.8
12:45 - 13:00,16.73,0.74,0.56,0.03,0.0,0.14,0.67
13:00 - 13:15,15.98,0.81,0.29,0.0,0.04,0.05,0.62
13:15 - 13:30,15.55,0.5,0.45,0.0,0.21,0.06,0.65
13:30 - 13:45,14.88,0.48,0.64,0.0,0.28,0.34,0.48
13:45 - 14:00,15.58,0.45,0.55,0.02,0.28,0.12,0.3
14:00 - 14:15,16.43,0.63,0.83,0.02,0.02,0.38,0.46
14:15 - 14:30,16.65,0.55,1.19,0.18,0.0,0.43,0.74
14:30 - 14:45,18.42,0.63,0.62,0.24,0.01,0.37,0.7
14:45 - 15:00,18.72,0.47,0.61,0.02,0.0,0.18,0.69
15:00 - 15:15,19.28,0.49,0.83,0.03,0.07,0.41,0.72
15:15 - 15:30,19.84,0.64,0.6,0.01,0.16,0.55,0.98
15:30 - 15:45,19.42,0.49,0.48,0.02,0.19,0.44,0.72
15:45 - 16:00,18.87,0.34,0.75,0.11,0.19,0.35,0.6
16:00 - 16:15,19.18,0.13,0.67,0.22,0.0,0.25,0.94
16:15 - 16:30,19.61,0.16,0.66,0.15,0.01,0.21,1.23
16:30 - 16:45,20.82,0.25,0.92,0.23,0.01,0.2,1.13
16:45 - 17:00,21.66,0.13,0.78,0.23,0.0,0.2,0.93
17:00 - 17:15,22.2,0.15,0.68,0.22,0.0,0.7,0.94
17:15 - 17:30,23.64,0.05,0.75,0.12,0.0,0.46,0.91
17:30 - 17:45,24.23,0.27,0.96,0.12,0.0,0.27,0.67
17:45 - 18:00,24.32,0.37,0.68,0.12,0.0,0.22,0.81
18:00 - 18:15,24.5,0.37,0.86,0.14,0.0,0.3,0.91
18:15 - 18:30,25.84,0.18,0.9,0.15,0.0,0.61,1.15
18:30 - 18:45,27.68,0.13,1.26,0.13,0.0,0.7,0.93
18:45 - 19:00,28.57,0.16,1.41,0.15,0.0,0.09,0.71
19:00 - 19:15,29.8,0.36,1.14,0.02,0.0,0.05,0.78
19:15 - 19:30,31.99,0.8,1.06,0.0,0.0,0.04,0.72
19:30 - 19:45,33.47,0.97,1.21,0.12,0.0,0.08,0.6
19:45 - 20:00,34.72,1.16,1.2,0.0,0.0,0.04,0.27
20:00 - 20:15,35.67,0.76,1.29,0.04,0.0,0.11,0.31
20:15 - 20:30,36.07,0.48,0.84,0.04,0.0,0.33,0.43
20:30 - 20:45,36.35,0.38,0.83,0.03,0.01,0.13,0.46
20:45 - 21:00,35.55,0.33,0.83,0.15,0.2,0.2,0.2
21:00 - 21:15,36.49,0.4,0.56,0.03,0.18,0.33,0.31
21:15 - 21:30,37.17,0.47,1.02,0.01,0.12,0.57,0.36
21:30 - 21:45,37.27,0.47,1.05,0.02,0.01,0.29,0.5
21:45 - 22:00,37.24,0.59,0.76,0.05,0.0,0.56,0.26
22:00 - 22:15,35.62,0.88,0.93,0.02,0.0,0.71,0.25
22:15 - 22:30,32.1,1.05,0.55,0.07,0.01,0.84,0.47
22:30 - 22:45,30.58,0.86,0.66,0.0,0.16,0.2,0.77
22:45 - 23:00,29.59,0.84,0.66,0.0,0.16,0.54,0.33
23:00 - 23:15,26.76,0.71,0.58,0.0,0.13,0.35,0.51
23:15 - 23:30,23.77,0.81,0.42,0.01,0.02,0.37,0.35
23:30 - 23:45,21.2,0.75,0.49,0.0,0.04,0.23,0.44
23:45 - 24:00,16.99,0.5,0.73,0.02,0.0,0.05,0.45
24:00 - 24:15,14.44,0.2,0.66,0.03,0.02,0.08,0.69
24:15 - 24:30,12.59,0.18,0.54,0.0,0.0,0.07,0.61
24:30 - 24:45,11.12,0.12,0.45,0.0,0.0,0.07,0.62
24:45 - 25:00,9.37,0.11,0.46,0.0,0.0,0.0,0.5
25:00 - 25:15,8.56,0.09,0.45,0.0,0.0,0.0,0.39
25:15 - 25:30,7.69,0.0,0.25,0.0,0.0,0.31,0.26
25:30 - 25:45,6.87,0.0,0.09,0.0,0.0,0.44,0.26
25:45 - 26:00,5.8,0.0,0.08,0.0,0.0,0.38,0.26
Whole day,16.91,0.33,0.56,0.04,0.03,0.18,0.53
06:00,3.7,0.11,0.45,0.0,0.0,0.0,0.0
06:01,3.81,0.11,0.45,0.0,0.0,0.0,0.0
06:02,3.81,0.11,0.45,0.0,0.0,0.0,0.0
06:03,3.7,0.11,0.45,0.0,0.0,0.0,0.0
06:04,3.7,0.11,0.45,0.0,0.0,0.0,0.0
06:05,3.7,0.11,0.45,0.0,0.0,0.0,0.0
06:06,3.8,0.11,0.45,0.0,0.0,0.0,0.09
06:07,3.82,0.11,0.56,0.0,0.0,0.0,0.09
06:08,4.01,0.11,0.56,0.0,0.0,0.0,0.09
06:09,3.91,0.11,0.56,0.0,0.0,0.0,0.09
06:10,3.91,0.11,0.56,0.0,0.0,0.0,0.09
06:11,4.0,0.11,0.56,0.0,0.0,0.0,0.09
06:12,4.0,0.11,0.56,0.0,0.0,0.0,0.19
06:13,4.0,0.11,0.56,0.0,0.0,0.0,0.19
06:14,4.19,0.11,0.56,0.0,0.0,0.0,0.19
06:15,4.08,0.11,0.56,0.0,0.0,0.0,0.19
06:16,4.08,0.11,0.56,0.0,0.0,0.0,0.19
06:17,4.16,0.11,0.56,0.0,0.0,0.0,0.19
06:18,4.16,0.11,0.56,0.0,0.0,0.0,0.19
06:19,4.16,0.11,0.56,0.0,0.0,0.0,0.19
06:20,4.16,0.11,0.56,0.0,0.0,0.0,0.19
06:21,4.25,0.11,0.75,0.0,0.0,0.0,0.19
06:22,4.25,0.11,0.75,0.0,0.0,0.0,0.19
06:23,4.01,0.0,0.75,0.0,0.0,0.0,0.19
06:24,3.92,0.11,0.75,0.0,0.0,0.0,0.19
06:25,3.95,0.11,0.75,0.0,0.0,0.0,0.19
06:26,4.05,0.11,0.75,0.0,0.0,0.0,0.19
06:27,3.97,0.11,0.75,0.0,0.0,0.0,0.19
06:28,3.97,0.11,0.75,0.0,0.0,0.0,0.43
06:29,3.86,0.11,0.75,0.0,0.0,0.0,0.43
06:30,3.86,0.11,0.75,0.0,0.0,0.0,0.43
06:31,3.86,0.11,0.56,0.0,0.0,0.0,0.43
06:32,3.86,0.11,0.56,0.0,0.0,0.0,0.43
06:33,3.97,0.11,0.56,0.0,0.0,0.0,0.43
06:34,3.97,0.11,0.75,0.0,0.0,0.0,0.43
06:35,3.87,0.11,0.56,0.0,0.0,0.0,0.43
06:36,3.99,0.11,0.45,0.11,0.0,0.0,0.43
06:37,4.25,0.11,0.65,0.11,0.0,0.0,0.53
06:38,4.25,0.11,0.65,0.11,0.0,0.0,0.53
06:39,4.26,0.11,0.65,0.11,0.0,0.0,0.29
06:40,4.26,0.11,0.75,0.0,0.0,0.0,0.29
06:41,4.51,0.11,0.75,0.0,0.0,0.0,0.29
06:42,4.26,0.11,0.75,0.0,0.0,0.0,0.29
06:43,4.53,0.11,0.75,0.0,0.0,0.0,0.29
06:44,4.61,0.11,0.75,0.0,0.0,0.0,0.09
06:45,4.61,0.11,0.56,0.0,0.0,0.0,0.09
06:46,4.72,0.11,0.56,0.0,0.0,0.0,0.09
06:47,4.62,0.11,0.56,0.0,0.0,0.0,0.09
06:48,4.7,0.11,0.56,0.0,0.0,0.0,0.09
06:49,4.69,0.11,0.56,0.0,0.0,0.0,0.09
06:50,4.55,0.11,0.56,0.0,0.0,0.0,0.09
06:51,4.61,0.11,0.56,0.0,0.0,0.0,0.09
06:52,4.63,0.11,0.56,0.0,0.0,0.0,0.09
06:53,4.61,0.11,0.65,0.0,0.0,0.0,0.09
06:54,4.7,0.11,0.65,0.0,0.0,0.0,0.09
06:55,4.7,0.11,0.65,0.0,0.0,0.0,0.16
06:56,4.91,0.11,0.65,0.0,0.0,0.0,0.09
06:57,5.18,0.11,0.75,0.0,0.0,0.0,0.09
06:58,5.3,0.11,0.65,0.0,0.0,0.0,0.09
06:59,5.57,0.11,0.65,0.0,0.0,0.0,0.09
07:00,5.57,0.11,0.65,0.0,0.0,0.0,0.09
07:01,5.68,0.11,0.65,0.0,0.0,0.0,0.29
07:02,5.68,0.11,0.65,0.0,0.0,0.0,0.29
07:03,5.58,0.0,0.65,0.0,0.0,0.0,0.29
07:04,5.72,0.0,0.65,0.0,0.0,0.0,0.29
07:05,5.72,0.0,0.65,0.0,0.0,0.0,0.29
07:06,5.78,0.0,0.65,0.0,0.0,0.0,0.29
07:07,5.72,0.0,0.65,0.0,0.0,0.0,0.36
07:08,5.92,0.0,0.65,0.0,0.0,0.0,0.36
07:09,5.92,0.0,0.65,0.0,0.0,0.0,0.36
07:10,6.21,0.0,0.65,0.0,0.0,0.0,0.36
07:11,6.38,0.0,0.86,0.0,0.0,0.0,0.36
07:12,6.32,0.0,0.67,0.0,0.0,0.0,0.36
07:13,6.42,0.0,0.67,0.0,0.0,0.0,0.36
07:14,6.69,0.0,0.67,0.0,0.0,0.0,0.36
07:15,6.53,0.0,0.67,0.0,0.0,0.0,0.36
07:16,6.53,0.0,0.67,0.0,0.0,0.1,0.36
07:17,7.13,0.0,0.67,0.0,0.0,0.1,0.36
07:18,7.23,0.0,0.67,0.0,0.0,0.1,0.45
07:19,7.23,0.1,0.67,0.0,0.0,0.0,0.45
07:20,7.23,0.0,0.67,0.0,0.0,0.0,0.45
07:21,7.32,0.0,0.67,0.0,0.0,0.0,0.45
07:22,7.32,0.0,0.67,0.0,0.0,0.0,0.45
07:23,7.32,0.0,0.67,0.0,0.0,0.0,0.45
07:24,7.64,0.0,0.67,0.0,0.0,0.0,0.55
07:25,7.6,0.0,0.55,0.0,0.0,0.0,0.55
07:26,7.75,0.0,0.55,0.0,0.0,0.0,0.55
07:27,7.67,0.0,0.55,0.0,0.0,0.0,0.55
07:28,7.86,0.0,0.55,0.0,0.0,0.0,0.55
07:29,7.94,0.0,0.55,0.0,0.0,0.0,0.63
07:30,8.07,0.0,0.55,0.0,0.0,0.0,0.63
07:31,8.02,0.09,0.55,0.0,0.0,0.0,0.63
07:32,8.44,0.09,0.55,0.0,0.0,0.07,0.72
07:33,8.44,0.09,0.55,0.0,0.0,0.07,0.72
07:34,8.44,0.09,0.63,0.0,0.0,0.07,0.54
07:35,8.44,0.09,0.63,0.0,0.0,0.07,0.54
07:36,8.97,0.09,0.83,0.0,0.0,0.07,0.54
07:37,8.97,0.09,0.83,0.0,0.0,0.07,0.54
07:38,9.22,0.09,0.63,0.0,0.0,0.07,0.44
07:39,9.1,0.09,0.63,0.0,0.0,0.07,0.44
07:40,9.03,0.16,0.83,0.0,0.0,0.07,0.44
07:41,9.25,0.16,0.63,0.0,0.0,0.07,0.44
07:42,9.35,0.16,0.73,0.0,0.0,0.07,0.44
07:43,9.51,0.09,0.73,0.0,0.0,0.07,0.44
07:44,9.34,0.09,0.63,0.0,0.0,0.0,0.44
07:45,9.42,0.09,0.63,0.0,0.0,0.0,0.44
07:46,9.42,0.09,0.63,0.0,0.0,0.0,0.44
07:47,9.47,0.09,0.63,0.0,0.0,0.0,0.44
07:48,9.67,0.09,0.84,0.0,0.0,0.0,0.44
07:49,9.54,0.09,0.84,0.0,0.0,0.0,0.64
07:50,9.51,0.09,0.73,0.0,0.0,0.0,0.64
07:51,9.53,0.09,0.73,0.0,0.0,0.0,0.47
07:52,9.33,0.09,0.73,0.0,0.0,0.0,0.27
07:53,9.67,0.15,0.73,0.0,0.0,0.0,0.37
07:54,9.96,0.15,0.82,0.0,0.0,0.0,0.37
07:55,9.96,0.09,0.82,0.0,0.06,0.0,0.37
07:56,10.09,0.09,0.82,0.0,0.06,0.0,0.37
07:57,10.03,0.09,0.74,0.0,0.0,0.0,0.37
07:58,10.23,0.21,0.74,0.0,0.0,0.0,0.37
07:59,10.23,0.21,0.49,0.0,0.0,0.0,0.37
08:00,10.56,0.21,0.59,0.0,0.0,0.0,0.37
08:01,10.59,0.21,0.7,0.0,0.0,0.0,0.37
08:02,10.59,0.21,0.7,0.0,0.0,0.0,0.37
08:03,10.91,0.21,0.78,0.0,0.0,0.0,0.37
08:04,11.26,0.21,0.78,0.0,0.0,0.0,0.37
08:05,11.26,0.09,0.78,0.0,0.0,0.0,0.37
08:06,11.38,0.09,0.9,0.0,0.0,0.0,0.37
08:07,11.48,0.09,0.9,0.0,0.0,0.0,0.49
08:08,11.39,0.16,0.57,0.0,0.0,0.12,0.4
08:09,11.91,0.16,0.57,0.0,0.0,0.0,0.3
08:10,11.69,0.09,0.48,0.0,0.0,0.0,0.3
08:11,12.3,0.09,0.26,0.0,0.0,0.0,0.65
08:12,12.38,0.09,0.26,0.08,0.0,0.0,0.65
08:13,12.43,0.09,0.26,0.08,0.0,0.0,0.75
08:14,12.13,0.09,0.34,0.0,0.0,0.0,0.75
08:15,12.06,0.09,0.45,0.0,0.0,0.0,0.65
08:16,12.18,0.09,0.44,0.0,0.0,0.0,0.65
08:17,12.32,0.09,0.44,0.0,0.0,0.0,0.65
08:18,12.32,0.09,0.44,0.0,0.0,0.0,0.65
08:19,12.31,0.09,0.54,0.0,0.0,0.0,0.75
08:20,12.47,0.17,0.26,0.0,0.0,0.1,0.65
08:21,12.56,0.17,0.26,0.0,0.0,0.1,0.65
08:22,12.14,0.17,0.26,0.0,0.0,0.1,0.65
08:23,11.87,0.09,0.26,0.0,0.0,0.1,0.73
08:24,11.78,0.09,0.26,0.08,0.0,0.0,0.52
08:25,11.87,0.09,0.46,0.08,0.0,0.0,0.52
08:26,12.06,0.09,0.46,0.08,0.0,0.0,0.52
08:27,12.47,0.21,0.46,0.08,0.0,0.0,0.52
08:28,12.57,0.21,0.46,0.08,0.0,0.0,0.7
08:29,12.63,0.28,0.46,0.08,0.0,0.1,0.73
08:30,12.64,0.31,0.26,0.08,0.0,0.0,0.53
08:31,12.37,0.19,0.26,0.08,0.0,0.0,0.53
08:32,12.5,0.19,0.26,0.0,0.0,0.0,0.61
08:33,12.82,0.19,0.26,0.0,0.0,0.0,0.53
08:34,12.67,0.19,0.26,0.0,0.0,0.0,0.53
08:35,12.88,0.09,0.26,0.0,0.0,0.0,0.53
08:36,12.97,0.18,0.26,0.0,0.0,0.0,0.53
08:37,13.02,0.18,0.26,0.0,0.0,0.0,0.45
08:38,13.19,0.18,0.26,0.0,0.0,0.0,0.45
08:39,13.11,0.09,0.46,0.0,0.0,0.0,0.45
08:40,12.68,0.16,0.62,0.0,0.0,0.0,0.1
08:41,12.6,0.0,0.82,0.0,0.07,0.0,0.1
08:42,12.75,0.0,0.82,0.0,0.07,0.0,0.1
08:43,12.87,0.0,0.82,0.0,0.07,0.0,0.1
08:44,12.93,0.0,0.82,0.0,0.07,0.0,0.21
08:45,13.15,0.0,0.62,0.0,0.07,0.0,0.21
08:46,13.02,0.0,0.62,0.0,0.0,0.0,0.21
08:47,13.1,0.0,0.62,0.0,0.0,0.0,0.21
08:48,13.18,0.0,0.62,0.0,0.0,0.0,0.21
08:49,13.51,0.0,0.62,0.0,0.0,0.0,0.21
08:50,13.51,0.0,0.62,0.0,0.0,0.12,0.21
08:51,13.45,0.11,0.62,0.0,0.0,0.0,0.21
08:52,13.34,0.11,0.62,0.0,0.0,0.0,0.34
08:53,13.21,0.11,0.62,0.0,0.13,0.0,0.21
08:54,13.63,0.11,0.62,0.0,0.13,0.0,0.21
08:55,13.92,0.53,0.26,0.0,0.0,0.0,0.21
08:56,14.11,0.53,0.26,0.0,0.0,0.0,0.21
08:57,14.37,0.53,0.26,0.0,0.0,0.0,0.21
