Timebands,TTV,Digi 24,Antena 3 CNN,B1TV,EuroNews,Realitatea Plus,Romania TV
02:00 - 02:15,5.84,0.01,0.09,0.0,0.0,0.0,0.31
02:15 - 02:30,5.46,0.0,0.17,0.0,0.0,0.0,0.23
02:30 - 02:45,4.88,0.0,0.17,0.0,0.0,0.0,0.23
02:45 - 03:00,4.48,0.17,0.14,0.0,0.0,0.0,0.23
03:00 - 03:15,4.06,0.17,0.19,0.0,0.0,0.0,0.23
03:15 - 03:30,3.48,0.17,0.08,0.0,0.0,0.0,0.23
03:30 - 03:45,3.32,0.17,0.08,0.0,0.0,0.0,0.23
03:45 - 04:00,3.34,0.17,0.08,0.0,0.0,0.0,0.23
04:00 - 04:15,3.12,0.17,0.08,0.0,0.0,0.0,0.23
04:15 - 04:30,2.74,0.17,0.08,0.0,0.0,0.0,0.17
04:30 - 04:45,2.83,0.22,0.08,0.0,0.0,0.0,0.11
04:45 - 05:00,2.57,0.17,0.08,0.0,0.0,0.04,0.11
05:00 - 05:15,2.55,0.17,0.08,0.0,0.0,0.08,0.23
05:15 - 05:30,3.14,0.17,0.27,0.0,0.0,0.08,0.31
05:30 - 05:45,3.22,0.17,0.33,0.0,0.0,0.08,0.23
05:45 - 06:00,3.2,0.17,0.38,0.0,0.0,0.02,0.12
06:00 - 06:15,3.79,0.17,0.27,0.04,0.0,0.0,0.17
06:15 - 06:30,4.61,0.21,0.26,0.11,0.0,0.01,0.24
06:30 - 06:45,4.72,0.17,0.5,0.11,0.0,0.0,0.54
06:45 - 07:00,5.4,0.17,0.36,0.05,0.01,0.0,0.11
07:00 - 07:15,6.6,0.0,0.23,0.0,0.0,0.0,0.24
07:15 - 07:30,7.66,0.04,0.26,0.0,0.0,0.0,0.19
07:30 - 07:45,7.99,0.0,0.23,0.0,0.0,0.0,0.12
07:45 - 08:00,7.99,0.04,0.49,0.0,0.0,0.0,0.2
08:00 - 08:15,9.75,0.14,0.31,0.0,0.0,0.1,0.38
08:15 - 08:30,10.59,0.17,0.36,0.0,0.0,0.07,0.29
08:30 - 08:45,10.52,0.11,0.36,0.0,0.0,0.0,0.34
08:45 - 09:00,11.26,0.25,0.41,0.07,0.0,0.0,0.39
09:00 - 09:15,11.96,0.26,0.37,0.07,0.0,0.0,0.39
09:15 - 09:30,13.04,0.16,0.32,0.0,0.0,0.1,0.49
09:30 - 09:45,13.14,0.1,0.51,0.0,0.08,0.19,0.51
09:45 - 10:00,12.96,0.1,0.59,0.04,0.0,0.21,0.44
10:00 - 10:15,13.9,0.18,0.46,0.0,0.0,0.26,0.75
10:15 - 10:30,14.39,0.38,0.48,0.0,0.0,0.07,0.97
10:30 - 10:45,14.03,0.62,0.45,0.0,0.0,0.04,0.65
10:45 - 11:00,13.84,0.57,0.26,0.0,0.0,0.04,1.06
11:00 - 11:15,13.77,0.55,0.14,0.0,0.0,0.14,1.05
11:15 - 11:30,13.73,0.54,0.43,0.01,0.0,0.31,0.79
11:30 - 11:45,13.55,0.38,0.32,0.0,0.0,0.19,0.87
11:45 - 12:00,13.45,0.5,0.55,0.0,0.01,0.0,0.71
12:00 - 12:15,13.35,0.22,0.44,0.0,0.0,0.01,0.93
12:15 - 12:30,13.37,0.21,0.42,0.0,0.0,0.0,1.01
12:30 - 12:45,13.61,0.36,0.5,0.01,0.0,0.01,0.7
12:45 - 13:00,14.02,0.28,0.55,0.01,0.0,0.0,0.2
13:00 - 13:15,13.85,0.3,0.73,0.04,0.0,0.03,0.3
13:15 - 13:30,13.44,0.37,0.96,0.0,0.02,0.17,0.5
13:30 - 13:45,13.67,0.92,0.82,0.0,0.0,0.11,0.62
13:45 - 14:00,14.39,1.03,1.02,0.01,0.0,0.11,0.36
14:00 - 14:15,15.27,0.78,1.45,0.19,0.0,0.11,0.54
14:15 - 14:30,16.54,0.83,1.29,0.13,0.0,0.22,0.93
14:30 - 14:45,16.69,0.88,1.01,0.08,0.0,0.53,0.87
14:45 - 15:00,16.88,0.53,1.15,0.0,0.0,0.26,0.61
15:00 - 15:15,16.87,0.46,0.97,0.0,0.0,0.29,0.73
15:15 - 15:30,16.82,0.45,0.72,0.03,0.0,0.32,0.78
15:30 - 15:45,16.99,0.45,0.27,0.22,0.0,0.3,1.17
15:45 - 16:00,16.84,0.32,0.16,0.31,0.02,0.37,0.56
16:00 - 16:15,17.91,0.36,0.16,0.07,0.04,0.2,1.16
16:15 - 16:30,18.89,0.33,0.47,0.0,0.0,0.11,0.8
16:30 - 16:45,19.17,0.39,0.49,0.01,0.0,0.11,0.93
16:45 - 17:00,18.97,0.25,0.4,0.15,0.02,0.19,0.85
17:00 - 17:15,19.38,0.42,0.28,0.08,0.02,0.13,0.79
17:15 - 17:30,19.57,0.26,0.35,0.03,0.05,0.13,1.09
17:30 - 17:45,19.86,0.42,0.46,0.03,0.0,0.16,0.89
17:45 - 18:00,20.34,0.34,0.41,0.05,0.02,0.2,0.62
18:00 - 18:15,20.52,0.23,0.22,0.1,0.0,0.29,0.71
18:15 - 18:30,20.96,0.39,0.37,0.07,0.0,0.21,0.84
18:30 - 18:45,21.1,0.47,0.53,0.03,0.0,0.41,0.8
18:45 - 19:00,22.67,0.41,0.64,0.13,0.0,0.23,0.67
19:00 - 19:15,24.36,0.42,0.55,0.01,0.0,0.09,0.79
19:15 - 19:30,25.54,0.45,0.56,0.15,0.0,0.02,0.82
19:30 - 19:45,26.32,0.48,0.37,0.11,0.0,0.1,0.9
19:45 - 20:00,27.02,0.6,0.56,0.09,0.0,0.03,0.91
20:00 - 20:15,27.12,0.52,0.59,0.09,0.0,0.1,1.05
20:15 - 20:30,27.6,0.82,0.5,0.08,0.0,0.24,0.77
20:30 - 20:45,29.15,0.76,0.41,0.08,0.0,0.21,0.55
20:45 - 21:00,29.76,0.79,0.55,0.19,0.01,0.28,0.49
21:00 - 21:15,29.08,0.74,0.58,0.11,0.03,0.24,0.6
21:15 - 21:30,28.47,0.63,0.76,0.03,0.09,0.3,0.69
21:30 - 21:45,28.62,0.74,0.76,0.0,0.09,0.29,0.59
21:45 - 22:00,28.01,0.53,0.7,0.0,0.05,0.34,0.43
22:00 - 22:15,27.27,0.36,0.92,0.0,0.04,0.42,0.56
22:15 - 22:30,26.53,0.38,1.07,0.06,0.0,0.53,0.78
22:30 - 22:45,23.78,0.36,0.95,0.08,0.0,0.36,0.79
